Hybridization REF	TCGA-A3-3352-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.693
CREB3L1	-1.0225
RPS11	0.879875
PNMA1	0.55525
MMP2	-2.03583333333333
C10orf90	-2.24975
ZHX3	0.9805
ERCC5	1.5755
GPR98	-0.557375
RXFP3	-0.0305
APBB2	0.52575
PRO0478	-0.3375
KLHL13	0.44825
PRSSL1	0.536
PDCL3	0.1455
DECR1	0.482875
SALL1	2.47033333333333
CADM4	-1.21933333333333
RPS18	0.188214285714286
HNRPD	-0.49075
CFHR5	0.808
SLC10A7	-0.06975
OR2K2	0.657
LMAN1	-0.348875
SUHW1	-3.37725
CHD8	-1.1428
SUMO1	0.0545
GP1BA	0.9766
DDB1	-1.00066666666667
MYO9B	-0.2544
MMP7	3.62175
CRNKL1	0.382125
C9orf45	-2.33716666666667
XAB2	-1.02775
RTN1	2.1475
KLHL14	-1.265875
TBX10	-1.175
CENPQ	-1.957
UTY	2.45264285714286
ZBTB12	-0.098
DTNBP1	0.8445
KBTBD8	-1.21016666666667
ZEB1	0.421
ZG16	-1.64625
MIER1	0.1492
ADAM5P	-0.806
CHD9	0.689
STK16	-0.25925
KIAA1486	0.2435
TOB2	0.475333333333333
BANK1	5.97
OR2V2	0.5435
GRM2	-0.0323333333333333
PROSC	1.0135
SPIN2B	0.0605
PIR	-1.02277777777778
IPO9	-0.6309
EVC	2.02716666666667
CXCL13	1.86366666666667
KIAA1199	-4.1849
SORL1	1.8685
NAT10	-0.53275
CHD1	-0.0315
SYN3	0.61925
SLC22A2	7.12975
SERPINF1	-2.40516666666667
WDR34	-1.43725
OR7A17	0.348
C9orf11	0.103
RNF216L	-0.1231
LHB	-0.1365
STK25	-0.193875
TAOK3	1.389
LOC152573	0.0395
C3orf39	-0.910125
C14orf108	0.5307
CDC25B	-1.78090909090909
BMP3	0.8905
TMEM180	0.4255
MAP1LC3C	0.13775
CRYGC	-0.7665
POU3F1	-0.9686
C20orf32	-0.7255
CCDC95	-0.1105
HIGD1B	5.76275
USP6NL	-0.76775
ABCD4	1.48916666666667
DIMT1L	-1.14316666666667
TEK	2.182125
SLC25A46	0.3985
LARP7	-1.9294
CD160	1.87633333333333
MT1JP	-1.6085
PHF20	-0.72775
CPNE4	-1.53775
GTPBP1	-1.13685714285714
RAB33B	1.2735
ALDOC	-0.209875
ZNF212	-1.129
NUDT1	-1.701
RFPL2	-0.907
ZNF83	1.701
GDPD5	-1.54325
PDCD4	0.96875
CEP350	-0.0765
OR10A2	0.34625
CST7	1.62625
CIAO1	-0.50975
SELL	1.75675
OR8J3	0.2365
LTBP4	-1.25466666666667
SIRT6	-0.6745
CCL19	1.89925
PPIL1	-1.51383333333333
GBP7	2.07266666666667
STK17A	-1.4653
ABR	-0.13375
OR9G1	0.888
FOXE1	-0.697625
CNGA3	0.0425
GML	-0.0475
CD38	-1.51525
ZDHHC6	0.428833333333333
NEFH	-3.68
