Hybridization REF	TCGA-B2-4098-01A-01R-1188-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.719909090909091
CREB3L1	-0.624
RPS11	0.87875
PNMA1	-1.45475
MMP2	-1.66366666666667
C10orf90	-1.16
ZHX3	0.525666666666667
ERCC5	-0.4325
GPR98	-1.909125
RXFP3	1.6835
APBB2	-1.72375
PRO0478	-0.759
KLHL13	1.17575
PRSSL1	0.5865
PDCL3	-0.2735
DECR1	0.923
SALL1	1.87666666666667
CADM4	0.0956666666666667
RPS18	1.14585714285714
HNRPD	-2.35633333333333
CFHR5	0.281
SLC10A7	-0.53925
OR2K2	-1.056
LMAN1	-1.341
SUHW1	-3.3975
CHD8	-1.8785
SUMO1	0.387
GP1BA	0.0867
DDB1	-0.9215
MYO9B	-0.4628
MMP7	9.328
CRNKL1	0.1335
C9orf45	-1.83183333333333
XAB2	-0.296
RTN1	0.907875
KLHL14	-0.074125
TBX10	-0.518
CENPQ	-0.6175
UTY	-1.38657142857143
ZBTB12	0.6165
DTNBP1	-0.197
KBTBD8	-0.2685
ZEB1	0.116666666666667
ZG16	-1.39375
MIER1	0.0824
ADAM5P	0.5435
CHD9	0.43925
STK16	1.7585
KIAA1486	0.118
TOB2	0.0776666666666666
BANK1	5.2805
OR2V2	0.48675
GRM2	0.277666666666667
PROSC	1.082875
SPIN2B	1.69775
PIR	0.0822222222222222
IPO9	-0.6985
EVC	0.939833333333333
CXCL13	5.4645
KIAA1199	-3.9977
SORL1	0.4225
NAT10	-1.213
CHD1	-0.9105
SYN3	-0.4635
SLC22A2	7.6035
SERPINF1	-0.839166666666667
WDR34	-1.0545
OR7A17	0.4375
C9orf11	0.35
RNF216L	-0.0301
LHB	0.4185
STK25	-0.40725
TAOK3	-0.833625
LOC152573	2.1385
C3orf39	0.861125
C14orf108	0.6405
CDC25B	-1.79681818181818
BMP3	-0.00599999999999999
TMEM180	0.632
MAP1LC3C	0.9705
CRYGC	-1.972
POU3F1	-0.5577
C20orf32	-0.9125
CCDC95	0.479
HIGD1B	5.54275
USP6NL	-0.6525
ABCD4	-0.0168333333333333
DIMT1L	-0.243
TEK	-0.014
SLC25A46	0.1205
LARP7	-1.1033
CD160	2.9832
MT1JP	1.21766666666667
PHF20	-1.2503125
CPNE4	-2.48525
GTPBP1	-1.02385714285714
RAB33B	1.68333333333333
ALDOC	-2.523875
ZNF212	-0.99425
NUDT1	-1.6025
RFPL2	-0.425
ZNF83	1.75283333333333
GDPD5	-1.75775
PDCD4	0.41175
CEP350	-1.0095
OR10A2	0.6925
CST7	1.892
CIAO1	-0.30325
SELL	1.633375
OR8J3	0.289
LTBP4	-0.0141666666666666
SIRT6	0.18475
CCL19	3.5605
PPIL1	-0.00833333333333333
GBP7	-0.431166666666667
STK17A	0.0982999999999999
ABR	-0.34575
OR9G1	0.683
FOXE1	1.60375
CNGA3	-0.654
GML	0.1535
CD38	0.411
ZDHHC6	0.782166666666667
NEFH	-2.6785
CTDSP2	-0.985916666666667
PGBD5	0.659166666666667
CCNY	0.280642857142857
RMND5B	0.240583333333333
ZNF257	-3.19975
FLJ22167	1.6515
EXOSC7	-1.05566666666667
ROR2	-1.20975
MAOA	2.524875
TNNT3	0.0421666666666667
GYPC	0.14775
C7orf33	0.699
PLIN	0.8085
LOC90826	0.504
RNF4	-0.8189
F8A1	0.221333333333333
PLEKHG4	-3.06375
GRB2	-0.16705
HIST1H2AD	-1.26775
DUS3L	-0.807333333333333
EIF1	0.320833333333333
RP5-1077B9.4	-0.923666666666667
FPGT	1.94275
GDF10	-1.78633333333333
COQ9	2.22175
GCC2	0.304428571428571
RARRES3	3.51825
PLXNA1	-0.9949
KIAA0100	-1.1117
PMF1	0.73475
FNDC1	2.28
HS2ST1	-0.01275
CRELD2	-0.477
C8G	2.196
CD82	-0.28125
LIM2	-1.2795
UNQ6490	-0.105
MMP16	-0.825
DRD3	0.67725
C5orf26	-0.38775
C11orf73	0.282375
PTP4A2	-0.93975
OR4M2	1.1795
HPCA	-1.02366666666667
SEC14L1	-0.991
CHFR	-0.113125
EMILIN1	0.2855
NDUFS4	1.10275
COL18A1	0.079
PDZD3	2.6143
C9orf16	1.10016666666667
ERBB2IP	-0.0331666666666667
EMX2	8.21275
FUS	-2.5145
TF	-3.1339
CLCN4	1.66866666666667
CXorf56	0.066
C11orf72	-0.35875
ELAC2	-1.17025
NPR1	0.2415
ASS1	-0.931666666666667
USP42	-1.211125
POLR2J	-0.663
SEC23IP	0.346666666666667
UQCRC1	0.66
LOC729603	-0.25975
C1orf71	-1.0305
POLG	-2.734
ADAM23	-3.61
TFR2	-0.169
RICTOR	-0.4564
MGC39606	3.626
C19orf55	-0.011
SNAPC1	-0.200833333333333
GNA11	-0.365375
CCDC52	0.0598333333333333
FSIP1	0.7275
UPF3A	-0.903625
IGSF11	-1.762
LAGE3	-0.45475
CHST6	-2.3955
UNC13B	0.64275
TTLL4	-1.047125
ZNF687	-0.80175
SDC2	-0.0187
COX7A2	0.945
LAMB4	-0.26775
FAM24A	-1.1245
LRRTM3	-1.02833333333333
GPHB5	1.253
OR4C13	0.021
EIF3EIP	0.664142857142857
HABP4	0.143
TMEM125	1.2315
CNTN2	-0.22325
ASNSD1	-0.25025
FUT4	0.273375
ACF	-2.9345
LOC158381	1.3985
CDH8	-1.45066666666667
AGPS	-0.155666666666667
C4orf18	0.028625
PECI	0.486833333333333
UNG	-0.843875
GSTP1	-2.10225
DCUN1D5	-1.559
DKFZP564J0863	-0.399
SLC9A3R1	0.038
BCDO2	2.986875
CHMP7	-0.612375
REM2	-0.395
DNHD1	-0.03725
FKBP4	-1.3175
ZNF350	0.35575
MGC11102	0.024
BST1	0.6035
KISS1R	2.1585
NCR2	0.476
DEFB125	0.2515
UBE2W	2.5805
KRT15	-2.841625
C10orf99	0.3315
SCN11A	0.585625
GFI1	-1.66575
RDHE2	-0.7685
FHL1	0.4225
OSGEP	-0.533833333333333
GATA1	-2.231
SMC6	-1.91275
TTTY14	-0.557
LPIN3	0.0115
RPL4	-1.1164
RBPMS	2.1483
PRPF3	-0.727166666666667
EMR1	-1.1325
SPATA19	0.2405
XCR1	0.0605
IRX3	1.5847
RBM6	-1.213
KLF4	0.006
UNC5CL	4.83575
SEBOX	0.531
BTK	0.32975
KRCC1	2.23775
C6orf27	0.8595
SYTL5	-0.892
PRND	0.327428571428571
LOC653319	-0.5985
PIGL	0.234375
HUS1	-0.0208333333333333
SFRS6	0.257
C17orf77	0.21
UIMC1	-0.249666666666667
FXYD2	5.6417
LOC283152	2.723
ZNF667	-0.533
ZCCHC12	-0.825666666666667
TFEC	5.5608
ATP7B	0.102833333333333
POLD2	-1.2875
RG9MTD1	0.23225
ACOT2	0.582333333333333
HIST1H4I	-0.6985
PPARGC1A	2.2564
ETFA	-0.1444
POLRMT	-0.831
ZNF146	-2.077125
MIA2	2.8455
KLHL6	0.242
HOXB5	-0.276125
NENF	0.870333333333333
CUGBP1	0.3715
PRSS22	0.762666666666667
CASC4	1.286
CUL4B	0.3066
CENPJ	-2.2726
PITX1	-1.225
FLJ31033	0.478333333333333
CELSR3	-1.66733333333333
ZNF568	-0.63425
ITSN1	-0.9555
EHBP1L1	-0.737
C19orf2	-0.6735
DCTN1	-0.86325
LIN28B	-3.83666666666667
TNKS2	0.31125
C1QBP	0.06475
CADPS2	0.00425
SRMS	0.22275
GJA9	0.386333333333333
MGC24975	-0.253
TRIM45	-1.6345
TSP50	0.28825
TCP1	-1.48175
TMED7	1.4585
CMA1	0.7535
CENPL	-0.426666666666667
PTCRA	1.685
FST	-4.07
VWCE	-3.445
PAWR	-0.987
ABCC12	0.0551666666666666
LDLR	-2.8186
ASTN2	0.5318
LOC441212	-0.547875
GPATCH8	-0.643
TANC2	-1.2955
KIF4A	-3.05275
C18orf18	-0.6715
PGM1	-0.9215
KIAA0258	1.80375
CPD	2.758625
SNCAIP	-2.21075
DCT	-3.33583333333333
HLA-DOA	4.04590909090909
OR11L1	0.835
UPK1B	0.291
DNAJB4	-0.180875
UGT1A8	0.60975
HIST1H4L	0.937
PECR	0.832
HSPA2	1.239
WFIKKN1	-2.806
SERP1	0.037
SYDE2	-1.80066666666667
TACR2	0.4685
NUP85	-1.1425
CD177	-0.961166666666667
LGR5	-1.367
PIGG	-0.6485
PTHR1	1.21383333333333
RAB5A	-0.611
FLJ13224	-0.4945
USP9Y	-1.54366666666667
C7orf53	-1.9845
LRP1B	-1.52275
XAF1	-0.1502
ABCG8	0.0555
ANKDD1A	-0.648333333333333
DAND5	-2.1295
SPAG6	0.657
LINCR	1.236
ZDHHC22	-0.882625
CCDC60	-0.2545
THOC7	-0.868666666666667
TCTA	2.3559
OR8K3	0.318
NY-REN-7	1.4565
B2M	3.22683333333333
C6orf141	-0.759875
LPPR4	0.54075
SQLE	-4.411875
SEPHS1	-0.872
BTBD14B	0.193714285714286
PLRG1	0.04975
SPG7	-0.9548125
ZNF614	0.358833333333333
PARD6G	0.0503333333333334
INPP5B	-0.7313
