Hybridization REF	TCGA-A3-3331-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.68375
CREB3L1	-1.00725
RPS11	0.2615
PNMA1	0.47525
MMP2	-1.886
C10orf90	-2.14975
ZHX3	0.503166666666667
ERCC5	1.1025
GPR98	-0.167125
RXFP3	0.371
APBB2	0.78575
PRO0478	-0.59875
KLHL13	0.63025
PRSSL1	-0.291333333333333
PDCL3	-0.215666666666667
DECR1	0.93725
SALL1	1.491
CADM4	-0.688333333333333
RPS18	-0.109571428571429
HNRPD	-0.589333333333333
CFHR5	0.298833333333333
SLC10A7	-0.107
OR2K2	-0.26
LMAN1	-0.8135
SUHW1	-1.89125
CHD8	-1.1597
SUMO1	0.159
GP1BA	0.6164
DDB1	-0.981666666666667
MYO9B	-0.3392
MMP7	6.909
CRNKL1	0.069375
C9orf45	-1.62783333333333
XAB2	-0.648
RTN1	0.93725
KLHL14	-0.32475
TBX10	-1.022
CENPQ	-1.6275
UTY	-0.478833333333333
ZBTB12	-0.02
DTNBP1	0.61225
KBTBD8	-0.724833333333333
ZEB1	0.903333333333333
ZG16	-1.056
MIER1	0.0032
ADAM5P	0.1025
CHD9	0.842375
STK16	-0.05425
KIAA1486	0.0215
TOB2	1.20425
BANK1	5.07175
OR2V2	0.34225
GRM2	0.260333333333333
PROSC	0.70525
SPIN2B	-0.1665
PIR	-1.29188888888889
IPO9	-0.9704
EVC	1.8175
CXCL13	0.653
KIAA1199	-3.9194
SORL1	1.91425
NAT10	-0.5935
CHD1	-0.266
SYN3	0.31075
SLC22A2	7.1725
SERPINF1	-2.50683333333333
WDR34	-0.7945
OR7A17	-0.1085
C9orf11	-0.058
RNF216L	-0.2949
LHB	-0.3555
STK25	-0.054625
TAOK3	1.212
LOC152573	-0.11125
C3orf39	-0.38725
C14orf108	0.0472
CDC25B	-2.33418181818182
BMP3	-0.0485
TMEM180	0.62
MAP1LC3C	0.429
CRYGC	-0.903
POU3F1	-0.6104
C20orf32	-0.1735
CCDC95	-0.1355
HIGD1B	3.74125
USP6NL	-0.659875
ABCD4	1.6325
DIMT1L	-0.988583333333333
TEK	2.57775
SLC25A46	0.1605
LARP7	-1.6601
CD160	1.09516666666667
MT1JP	-1.226
PHF20	-0.9839375
CPNE4	-1.522
GTPBP1	-1.29342857142857
RAB33B	0.6655
ALDOC	-3.286875
ZNF212	-1.036
NUDT1	-2.07833333333333
RFPL2	1.67475
ZNF83	1.0425
GDPD5	-1.3915
PDCD4	0.202
CEP350	-0.31725
OR10A2	0.05475
CST7	0.95475
CIAO1	-0.5365
SELL	1.15875
OR8J3	-0.2285
LTBP4	-0.807166666666667
SIRT6	-0.501
CCL19	1.17
PPIL1	-1.16866666666667
GBP7	1.37733333333333
STK17A	-0.7425
ABR	-0.728
OR9G1	0.6955
FOXE1	-0.196125
CNGA3	-0.059
GML	-0.283
CD38	-1.68375
ZDHHC6	0.0175
NEFH	-3.713
CTDSP2	0.71825
PGBD5	1.09
CCNY	0.199
RMND5B	0.152416666666667
ZNF257	-1.61425
FLJ22167	-0.357125
EXOSC7	-1.994
ROR2	-0.8385
MAOA	2.6765
TNNT3	1.63416666666667
GYPC	-0.62075
C7orf33	0.202
PLIN	0.445666666666667
LOC90826	0.687
RNF4	-0.4178
F8A1	0.691833333333333
PLEKHG4	-2.07025
GRB2	-0.38025
HIST1H2AD	-1.3755
DUS3L	-0.6075
EIF1	1.058
RP5-1077B9.4	-1.81383333333333
FPGT	1.86075
GDF10	-1.87316666666667
COQ9	0.44575
GCC2	0.533571428571429
RARRES3	3.270125
PLXNA1	-1.2769
KIAA0100	-0.2538
PMF1	0.54975
FNDC1	0.971
HS2ST1	0.352416666666667
CRELD2	-0.37125
C8G	-1.933
CD82	-1.04875
LIM2	-0.11
