Hybridization REF	TCGA-A3-3320-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.865083333333333
CREB3L1	-1.093
RPS11	0.256625
PNMA1	0.3325
MMP2	-2.43533333333333
C10orf90	-2.17975
ZHX3	0.379166666666667
ERCC5	1.05675
GPR98	-0.371375
RXFP3	0.592
APBB2	0.31675
PRO0478	-0.3955
KLHL13	0.50125
PRSSL1	-0.542333333333333
PDCL3	0.214333333333333
DECR1	0.3665
SALL1	1.975
CADM4	-1.04416666666667
RPS18	0.421785714285714
HNRPD	0.0463333333333333
CFHR5	0.9058
SLC10A7	0.4145
OR2K2	0.3455
LMAN1	-0.942375
SUHW1	-2.4425
CHD8	-1.3248
SUMO1	0.3172
GP1BA	0.1571
DDB1	-0.761
MYO9B	-0.7668
MMP7	4.95325
CRNKL1	-0.129375
C9orf45	-1.53133333333333
XAB2	-0.165
RTN1	0.642625
KLHL14	-0.453625
TBX10	-0.717
CENPQ	-1.80675
UTY	-0.711571428571429
ZBTB12	0.168
DTNBP1	0.793
KBTBD8	-1.19166666666667
ZEB1	0.820333333333333
ZG16	-0.90875
MIER1	0.1976
ADAM5P	-0.1425
CHD9	0.5370625
STK16	-0.06
KIAA1486	0.234
TOB2	1.34008333333333
BANK1	4.15325
OR2V2	0.30325
GRM2	-0.0586666666666667
PROSC	0.983375
SPIN2B	0.251
PIR	-1.81577777777778
IPO9	-0.629
EVC	1.90566666666667
CXCL13	0.617333333333333
KIAA1199	-3.9767
SORL1	0.9705
NAT10	-0.667
CHD1	-0.4785
SYN3	0.321
SLC22A2	6.13325
SERPINF1	-2.13283333333333
WDR34	-0.43175
OR7A17	0.21625
C9orf11	0.125
RNF216L	-0.4029
LHB	-0.166
STK25	0.31875
TAOK3	1.357625
LOC152573	-0.5405
C3orf39	-0.33425
C14orf108	-0.2554
CDC25B	-2.095
BMP3	0.7215
TMEM180	0.6545
MAP1LC3C	-0.49425
CRYGC	-1.117
POU3F1	-0.6308
C20orf32	-0.554
CCDC95	0.2625
HIGD1B	5.40625
USP6NL	-0.80925
ABCD4	0.706
DIMT1L	-1.0645
TEK	2.273875
SLC25A46	0.42125
LARP7	-1.6241
CD160	0.371
MT1JP	0.349666666666667
PHF20	-0.8374375
CPNE4	-1.194
GTPBP1	-0.894928571428571
RAB33B	1.71283333333333
ALDOC	-0.498375
ZNF212	-0.609
NUDT1	-2.39216666666667
RFPL2	-0.8785
ZNF83	0.848
GDPD5	-1.73
PDCD4	1.23625
CEP350	-0.26925
OR10A2	0.31675
CST7	0.923
CIAO1	-0.912
SELL	0.6065
OR8J3	0.159
LTBP4	-1.03
SIRT6	-0.334
CCL19	0.83875
PPIL1	-1.28283333333333
GBP7	0.701
STK17A	-1.1331
ABR	-0.9065
OR9G1	0.6395
FOXE1	-0.196625
CNGA3	-0.1155
GML	0.056
CD38	-1.96775
ZDHHC6	0.887166666666667
NEFH	-4.02225
CTDSP2	0.5305
PGBD5	1.028
CCNY	0.212357142857143
RMND5B	0.523916666666667
ZNF257	-1.64075
FLJ22167	-0.40475
EXOSC7	-1.847
ROR2	-1.10725
MAOA	1.77925
TNNT3	0.250333333333333
GYPC	-1.291
C7orf33	0.769
PLIN	0.726833333333333
LOC90826	-0.54425
RNF4	-0.1357
F8A1	0.305666666666667
PLEKHG4	-1.849
GRB2	-0.59355
HIST1H2AD	0.44125
DUS3L	-0.677
EIF1	0.785833333333333
RP5-1077B9.4	-1.87833333333333
FPGT	1.86825
GDF10	-1.02116666666667
COQ9	0.74475
GCC2	0.156
RARRES3	2.7655
PLXNA1	-1.053
KIAA0100	-0.5779
PMF1	0.99075
FNDC1	1.60475
HS2ST1	0.130916666666667
CRELD2	-0.685
C8G	-1.7925
CD82	-1.3445
LIM2	-0.188
UNQ6490	0.152
MMP16	-0.063
DRD3	0.19225
C5orf26	1.7525
C11orf73	-0.649125
PTP4A2	-0.2055
OR4M2	-0.484
HPCA	0.723166666666667
SEC14L1	0.385333333333333
CHFR	-0.734625
EMILIN1	-0.46
NDUFS4	1.022
COL18A1	0.7555
PDZD3	2.7741
C9orf16	-1.37733333333333
ERBB2IP	0.384
EMX2	7.9085
FUS	-2.07175
TF	-4.5343
CLCN4	1.6565
CXorf56	0.5225
C11orf72	0.08925
ELAC2	-1.64766666666667
NPR1	0.9535
ASS1	-0.5205
USP42	-0.45125
POLR2J	-0.437
SEC23IP	-0.0836666666666666
UQCRC1	-0.40575
LOC729603	-0.084
C1orf71	-0.398
POLG	-3.196
ADAM23	-4.76275
TFR2	-0.69975
RICTOR	-0.2405
MGC39606	1.61925
C19orf55	-0.251875
SNAPC1	-0.52
GNA11	0.52175
CCDC52	0.00999999999999999
FSIP1	0.8405
UPF3A	-0.24675
IGSF11	-1.22
LAGE3	-1.84425
CHST6	-4.4335
