Hybridization REF	TCGA-A3-3351-01A-01R-1188-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.855416666666667
CREB3L1	-1.45975
RPS11	0.544
PNMA1	-0.218
MMP2	-2.35883333333333
C10orf90	-2.95175
ZHX3	-0.0221666666666667
ERCC5	1.17275
GPR98	-0.22875
RXFP3	0.5985
APBB2	0.24225
PRO0478	-0.740375
KLHL13	-0.4095
PRSSL1	-0.4625
PDCL3	0.354166666666667
DECR1	0.61325
SALL1	2.652
CADM4	-1.565
RPS18	0.287928571428571
HNRPD	-0.202916666666667
CFHR5	0.2235
SLC10A7	0.07425
OR2K2	-0.114
LMAN1	-0.772625
SUHW1	-4.67575
CHD8	-1.2097
SUMO1	0.4142
GP1BA	0.9322
DDB1	-1.02666666666667
MYO9B	0.1252
MMP7	7.59125
CRNKL1	-0.06775
C9orf45	-2.2485
XAB2	-0.232
RTN1	1.9015
KLHL14	-0.832625
TBX10	-1.779
CENPQ	-1.674
UTY	2.13892857142857
ZBTB12	-0.28
DTNBP1	0.743
KBTBD8	-0.2715
ZEB1	1.093
ZG16	-1.67475
MIER1	0.7293
ADAM5P	1.058
CHD9	0.1175625
STK16	0.28825
KIAA1486	-1.783
TOB2	0.942583333333333
BANK1	5.37275
OR2V2	0.597
GRM2	-0.353333333333333
PROSC	0.709625
SPIN2B	0.0575
PIR	-2.25
IPO9	-0.8752
EVC	2.1185
CXCL13	4.38166666666667
KIAA1199	-4.5579
SORL1	2.554
NAT10	-0.759
CHD1	-0.32575
SYN3	0.189
SLC22A2	7.02025
SERPINF1	-1.018
WDR34	-1.103
OR7A17	0.055
C9orf11	-1.4385
RNF216L	0.0396000000000001
LHB	-0.5025
STK25	-0.021375
TAOK3	1.436375
LOC152573	0.15675
C3orf39	-0.597625
C14orf108	-0.6476
CDC25B	-1.41527272727273
BMP3	0.527
TMEM180	0.328
MAP1LC3C	0.76025
CRYGC	-2.288
POU3F1	-0.7576
C20orf32	-0.872
CCDC95	-0.288
HIGD1B	5.4555
USP6NL	-0.337375
ABCD4	0.531333333333333
DIMT1L	-0.994
TEK	2.2565
SLC25A46	-0.22125
LARP7	-0.9813
CD160	0.750333333333333
MT1JP	0.264833333333333
PHF20	-0.5498125
CPNE4	-1.97225
GTPBP1	-0.604285714285714
RAB33B	1.32083333333333
ALDOC	0.10275
ZNF212	-0.628
NUDT1	-1.67983333333333
RFPL2	-2.698
ZNF83	0.950666666666667
GDPD5	-1.811
PDCD4	1.1212
CEP350	-0.265
OR10A2	0.5345
CST7	4.0255
CIAO1	-1.06075
SELL	2.112
OR8J3	0.2925
LTBP4	-0.966833333333333
SIRT6	-0.46425
CCL19	4.28
PPIL1	-1.43933333333333
GBP7	2.52
STK17A	-0.716
ABR	0.539
OR9G1	-0.366
FOXE1	-1.381875
CNGA3	-0.546
GML	0.191
CD38	0.1995
ZDHHC6	0.603333333333333
NEFH	-2.2395
CTDSP2	0.522833333333333
PGBD5	1.16666666666667
CCNY	0.568
RMND5B	-0.170583333333333
ZNF257	-3.12025
FLJ22167	-0.189625
EXOSC7	-1.8175
ROR2	-1.427875
MAOA	1.787625
TNNT3	0.933
GYPC	-0.61425
C7orf33	2.3315
PLIN	0.9465
LOC90826	0.095
RNF4	0.0706
F8A1	0.204833333333333
PLEKHG4	-0.3455
GRB2	-0.07665
HIST1H2AD	-1.0675
DUS3L	-0.854833333333333
EIF1	0.574666666666667
RP5-1077B9.4	-1.62216666666667
FPGT	1.19925
GDF10	0.286333333333333
COQ9	-0.13325
GCC2	0.513142857142857
RARRES3	3.814
PLXNA1	-0.2775
KIAA0100	-0.7859
PMF1	0.3355
FNDC1	4.001
HS2ST1	-0.0949166666666667
CRELD2	-0.35375
C8G	-1.847
CD82	-0.47975
LIM2	-1.0735
UNQ6490	-0.3545
MMP16	-0.83825
DRD3	-0.51075
C5orf26	1.863
C11orf73	-0.480375
PTP4A2	0.06325
OR4M2	-0.2285
HPCA	0.659833333333333
SEC14L1	1.146
CHFR	0.123625
EMILIN1	0.014875
NDUFS4	0.295
COL18A1	1.24875
PDZD3	2.7246
C9orf16	-1.16016666666667
ERBB2IP	0.557833333333333
