Hybridization REF	TCGA-A3-3326-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.427916666666667
CREB3L1	-1.37825
RPS11	0.796875
PNMA1	0.341
MMP2	-2.53066666666667
C10orf90	-2.32
ZHX3	0.4475
ERCC5	1.599
GPR98	-0.9085
RXFP3	0.181
APBB2	0.2875
PRO0478	0.01175
KLHL13	-1.4305
PRSSL1	-0.171166666666667
PDCL3	0.0491666666666667
DECR1	0.423
SALL1	1.98483333333333
CADM4	-1.17416666666667
RPS18	0.294071428571429
HNRPD	0.022
CFHR5	0.293
SLC10A7	0.31275
OR2K2	-0.6655
LMAN1	-0.73175
SUHW1	-2.12775
CHD8	-0.9567
SUMO1	0.1292
GP1BA	0.7271
DDB1	-0.800333333333333
MYO9B	0.1383
MMP7	6.0345
CRNKL1	0.055125
C9orf45	-1.714
XAB2	-0.111375
RTN1	1.198625
KLHL14	-0.391
TBX10	-0.342
CENPQ	-1.36075
UTY	2.02128571428571
ZBTB12	0.102
DTNBP1	0.55675
KBTBD8	-0.677666666666667
ZEB1	0.786666666666667
ZG16	-1.29725
MIER1	-0.0836
ADAM5P	0.169
CHD9	0.4748125
STK16	0.134
KIAA1486	0.1215
TOB2	0.5325
BANK1	4.80875
OR2V2	0.30725
GRM2	0.0656666666666667
PROSC	0.87325
SPIN2B	0.22475
PIR	-1.85211111111111
IPO9	-0.4581
EVC	2.11633333333333
CXCL13	1.13766666666667
KIAA1199	-4.4135
SORL1	1.379
NAT10	-0.415
CHD1	-0.5915
SYN3	0.2715
SLC22A2	6.525
SERPINF1	-0.385666666666667
WDR34	-0.7505
OR7A17	0.11525
C9orf11	-0.043
RNF216L	-0.3604
LHB	0.0985
STK25	0.5215
TAOK3	1.504125
LOC152573	0.53175
C3orf39	-0.51475
C14orf108	0.0948
CDC25B	-1.54445454545455
BMP3	0.231
TMEM180	0.3425
MAP1LC3C	0.032
CRYGC	-0.563
POU3F1	-0.6394
C20orf32	-0.1925
CCDC95	0.0825
HIGD1B	4.67125
USP6NL	-0.67575
ABCD4	1.41183333333333
DIMT1L	-1.24125
TEK	2.471
SLC25A46	-0.42375
LARP7	-1.5893
CD160	1.75983333333333
MT1JP	-0.9175
PHF20	-0.696
CPNE4	-1.34675
GTPBP1	-0.949285714285714
RAB33B	1.1575
ALDOC	-1.278
ZNF212	-0.55975
NUDT1	-1.69283333333333
RFPL2	-0.56575
ZNF83	1.4265
GDPD5	-0.87575
PDCD4	1.08215
CEP350	-0.07725
OR10A2	0.36475
CST7	2.1235
CIAO1	-0.8255
SELL	2.007375
OR8J3	0.294
LTBP4	-0.693833333333333
SIRT6	-0.3815
CCL19	3.19525
PPIL1	-1.31883333333333
GBP7	1.01983333333333
STK17A	-0.9509
ABR	0.5825
OR9G1	0.1445
FOXE1	-0.294125
CNGA3	-0.1455
GML	0.148
CD38	-0.219
ZDHHC6	0.6995
NEFH	-3.093
CTDSP2	0.928166666666667
PGBD5	-0.495666666666667
CCNY	0.5465
RMND5B	-0.0941666666666667
ZNF257	-1.9095
FLJ22167	-0.303375
EXOSC7	-1.74983333333333
ROR2	-0.91375
MAOA	0.9435
TNNT3	0.0963333333333333
GYPC	-0.46225
C7orf33	0.5045
PLIN	0.428166666666667
LOC90826	0.11625
RNF4	0.0874
F8A1	0.403666666666667
PLEKHG4	-1.923
GRB2	-0.15785
HIST1H2AD	-0.71775
DUS3L	-0.491166666666667
EIF1	1.04083333333333
RP5-1077B9.4	-1.25
FPGT	1.5375
GDF10	-1.10316666666667
COQ9	0.42475
GCC2	0.294857142857143
RARRES3	3.1345
PLXNA1	-0.3868
KIAA0100	-0.1163
PMF1	0.30025
FNDC1	1.8695
HS2ST1	0.074
CRELD2	-0.3575
C8G	-1.1595
CD82	-0.71425
LIM2	-0.279
UNQ6490	0.4465
MMP16	-0.29
DRD3	0.1225
C5orf26	1.66125
C11orf73	-0.613375
PTP4A2	-0.38825
OR4M2	0.132
HPCA	0.242333333333333
SEC14L1	0.539833333333333
CHFR	-0.0785
EMILIN1	-0.399375
NDUFS4	0.2295
COL18A1	0.56325
PDZD3	2.5253
C9orf16	-1.17583333333333
ERBB2IP	0.472666666666667
EMX2	7.28125
FUS	-1.303
TF	-3.9118
CLCN4	1.5595
