Hybridization REF	TCGA-A3-3313-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.136833333333333
CREB3L1	-0.1235
RPS11	0.642625
PNMA1	1.075
MMP2	-2.10566666666667
C10orf90	-2.2555
ZHX3	0.419
ERCC5	-0.22925
GPR98	-1.131625
RXFP3	0.0845
APBB2	-0.21475
PRO0478	-0.41075
KLHL13	1.29725
PRSSL1	-0.238166666666667
PDCL3	0.701333333333333
DECR1	1.264875
SALL1	1.40433333333333
CADM4	0.326166666666667
RPS18	-0.089
HNRPD	-1.33008333333333
CFHR5	0.451833333333333
SLC10A7	-0.439875
OR2K2	0.5215
LMAN1	-0.960125
SUHW1	-2.2315
CHD8	-1.2549
SUMO1	0.1607
GP1BA	0.1688
DDB1	-0.671
MYO9B	-0.9469
MMP7	8.59
CRNKL1	0.0443750000000001
C9orf45	-1.3945
XAB2	-0.30975
RTN1	0.549571428571429
KLHL14	-0.96125
TBX10	-0.927
CENPQ	-0.379
UTY	1.96014285714286
ZBTB12	0.237
DTNBP1	0.40975
KBTBD8	-1.58466666666667
ZEB1	-0.552833333333333
ZG16	-0.9775
MIER1	-0.471
ADAM5P	-0.058
CHD9	0.0705
STK16	1.2435
KIAA1486	-0.2745
TOB2	0.238083333333333
BANK1	2.96825
OR2V2	0.398
GRM2	0.273833333333333
PROSC	0.752375
SPIN2B	0.154
PIR	-1.55611111111111
IPO9	-0.5153
EVC	3.0625
CXCL13	0.793333333333333
KIAA1199	-2.2465
SORL1	-0.9635
NAT10	-0.79975
CHD1	-0.94275
SYN3	-0.25425
SLC22A2	6.44875
SERPINF1	-1.2495
WDR34	-1.086
OR7A17	0.23225
C9orf11	-0.3485
RNF216L	-0.3016
LHB	-0.0855
STK25	-0.010625
TAOK3	0.646375
LOC152573	0.158
C3orf39	0.5355
C14orf108	0.9328
CDC25B	-0.858
BMP3	0.0055
TMEM180	0.2695
MAP1LC3C	1.89525
CRYGC	-0.5395
POU3F1	-1.0393
C20orf32	-0.5375
CCDC95	-0.4315
HIGD1B	4.292
USP6NL	-0.121625
ABCD4	0.962666666666667
DIMT1L	-0.460166666666667
TEK	0.730875
SLC25A46	0.44325
LARP7	-1.8121
CD160	0.52
MT1JP	-1.98666666666667
PHF20	-0.8923125
CPNE4	-1.4605
GTPBP1	-1.25028571428571
RAB33B	0.6115
ALDOC	-3.554375
ZNF212	-0.87275
NUDT1	-2.81883333333333
RFPL2	0.97175
ZNF83	-1.75333333333333
GDPD5	-1.581625
PDCD4	1.6585
CEP350	-0.68625
OR10A2	0.60225
CST7	0.4525
CIAO1	-0.27175
SELL	0.63175
OR8J3	0.141
LTBP4	-0.570166666666667
SIRT6	-0.09225
CCL19	3.07375
PPIL1	0.198833333333333
GBP7	-0.0136666666666667
STK17A	-1.2659
ABR	0.2005
OR9G1	-0.98
FOXE1	-0.529375
CNGA3	0.256
GML	0.0695
CD38	-1.507
ZDHHC6	0.517
NEFH	-4.34125
CTDSP2	-0.270333333333333
PGBD5	-0.489
CCNY	0.122
RMND5B	0.62675
ZNF257	-3.2445
FLJ22167	0.899875
EXOSC7	-0.599166666666667
ROR2	0.18025
MAOA	3.2745
TNNT3	0.448833333333333
GYPC	-0.60475
C7orf33	1.4455
PLIN	0.438666666666667
LOC90826	0.16875
RNF4	-0.1594
F8A1	0.0486666666666667
PLEKHG4	-3.0915
GRB2	0.2707
HIST1H2AD	0.518
DUS3L	-0.276166666666667
EIF1	1.51983333333333
RP5-1077B9.4	-1.83683333333333
FPGT	0.79675
GDF10	1.7965
COQ9	2.16925
GCC2	-0.276785714285714
RARRES3	3.46675
PLXNA1	-0.8719
KIAA0100	-0.2783
PMF1	0.60675
FNDC1	3.0025
HS2ST1	-0.560583333333333
CRELD2	-1.1855
C8G	-1.8045
CD82	-1.668
LIM2	-1.005
UNQ6490	1.238
MMP16	-0.7705
DRD3	0.16975
C5orf26	0.2075
C11orf73	-0.07425
PTP4A2	-1.02425
OR4M2	0.318
HPCA	-1.42333333333333
SEC14L1	0.216833333333333
CHFR	0.021125
EMILIN1	0.229125
NDUFS4	0.94575
COL18A1	0.75725
PDZD3	2.5017
C9orf16	-0.501333333333333
ERBB2IP	0.345333333333333
EMX2	7.5385
FUS	-1.30625
TF	-4.4039
CLCN4	1.96816666666667
CXorf56	0.134
C11orf72	0.30525
ELAC2	-0.0737500000000001
NPR1	1.11575
ASS1	1.59133333333333
USP42	-0.462875
POLR2J	-0.527
SEC23IP	0.666333333333333
UQCRC1	1.25125
LOC729603	-0.28875
C1orf71	-0.68075
POLG	-2.7035
ADAM23	-4.39025
TFR2	-0.8455
RICTOR	0.0763
MGC39606	2.78275
C19orf55	-0.35675
SNAPC1	-0.381333333333333
GNA11	0.18925
CCDC52	-0.3995
FSIP1	0.314
UPF3A	0.036625
IGSF11	-1.07483333333333
LAGE3	-0.972
CHST6	-3.9955
UNC13B	0.198375
TTLL4	-0.71275
ZNF687	-0.17675
SDC2	-0.0127
COX7A2	0.04825
LAMB4	0.0625
FAM24A	-0.062
LRRTM3	-0.85475
GPHB5	0.34275
OR4C13	-0.045
EIF3EIP	0.362928571428571
HABP4	1.8655
TMEM125	0.76675
CNTN2	0.039875
ASNSD1	0.05475
FUT4	-0.152625
ACF	-1.8845
LOC158381	0.5765
CDH8	-0.784
AGPS	-0.520833333333333
C4orf18	0.661875
PECI	0.3705
UNG	-0.342875
GSTP1	-3.316875
DCUN1D5	-0.994
DKFZP564J0863	-1.52725
SLC9A3R1	1.699
BCDO2	0.90525
CHMP7	0.248
REM2	-0.2555
DNHD1	0.272625
FKBP4	-1.38925
ZNF350	0.435
MGC11102	-0.343375
BST1	0.9275
KISS1R	0.125
NCR2	-0.1775
DEFB125	-0.1565
UBE2W	1.18175
KRT15	-4.181375
C10orf99	0.7755
SCN11A	0.7195
GFI1	-0.65325
RDHE2	-0.684333333333333
FHL1	0.233166666666667
OSGEP	-0.0666666666666667
GATA1	-3.94683333333333
SMC6	-1.04625
TTTY14	2.35225
LPIN3	0.52825
RPL4	-0.6854
RBPMS	1.9533
PRPF3	-1.06216666666667
EMR1	-1.2485
SPATA19	0.10375
XCR1	-0.0295
IRX3	-0.1729
RBM6	0.039
KLF4	-1.0383
UNC5CL	1.33175
SEBOX	0.205
BTK	0.0825
KRCC1	1.142
C6orf27	0.0325
SYTL5	0.1665
PRND	1.99475
LOC653319	-1.039
PIGL	1.539125
HUS1	0.184166666666667
SFRS6	-0.02275
C17orf77	0.385
UIMC1	-0.025
FXYD2	4.7273
