Hybridization REF	TCGA-A3-3372-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.08075
CREB3L1	-0.61075
RPS11	1.029375
PNMA1	0.289
MMP2	-0.981333333333334
C10orf90	-2.3855
ZHX3	0.638
ERCC5	1.0245
GPR98	-1.07575
RXFP3	0.4465
APBB2	1.05325
PRO0478	-0.350625
KLHL13	-0.207
PRSSL1	0.921833333333333
PDCL3	0.188666666666667
DECR1	-0.36675
SALL1	2.35566666666667
CADM4	-0.877666666666667
RPS18	0.503071428571429
HNRPD	-0.308833333333333
CFHR5	0.180666666666667
SLC10A7	0.416125
OR2K2	-0.012
LMAN1	-1.18325
SUHW1	-2.521
CHD8	-1.1821
SUMO1	0.1426
GP1BA	0.9436
DDB1	-0.745666666666667
MYO9B	0.0115
MMP7	7.68175
CRNKL1	0.133
C9orf45	-1.851
XAB2	0.1075
RTN1	1.412625
KLHL14	-0.768125
TBX10	-1.0635
CENPQ	-1.803
UTY	0.453428571428571
ZBTB12	0.096
DTNBP1	0.4765
KBTBD8	-1.2
ZEB1	0.9055
ZG16	-1.227
MIER1	0.1414
ADAM5P	-0.362
CHD9	-0.122
STK16	0.165
KIAA1486	-0.2095
TOB2	0.83925
BANK1	5.20525
OR2V2	0.167
GRM2	0.0306666666666667
PROSC	0.681375
SPIN2B	0.128
PIR	-1.21766666666667
IPO9	-0.2917
EVC	1.788
CXCL13	1.75666666666667
KIAA1199	-2.8925
SORL1	1.942
NAT10	-0.26075
CHD1	-0.174
SYN3	-0.0715
SLC22A2	5.2055
SERPINF1	-1.48883333333333
WDR34	-1.498
OR7A17	-0.0595
C9orf11	0.1685
RNF216L	-0.5233
LHB	-0.119
STK25	0.661625
TAOK3	1.35825
LOC152573	0.397
C3orf39	-0.105625
C14orf108	-0.104
CDC25B	-1.38363636363636
BMP3	0.379
TMEM180	0.6105
MAP1LC3C	-0.072
CRYGC	-0.7
POU3F1	-0.6518
C20orf32	-0.4565
CCDC95	0.2855
HIGD1B	5.03125
USP6NL	-0.661625
ABCD4	0.833166666666667
DIMT1L	-0.80325
TEK	2.389875
SLC25A46	0.2425
LARP7	-1.8226
CD160	1.2575
MT1JP	0.422666666666667
PHF20	-0.3775625
CPNE4	-1.315
GTPBP1	-1.06664285714286
RAB33B	1.89416666666667
ALDOC	-0.1685
ZNF212	-0.3775
NUDT1	-1.7415
RFPL2	-1.0605
ZNF83	1.294
GDPD5	-0.535125
PDCD4	0.84555
CEP350	-0.1165
OR10A2	0.22675
CST7	2.36525
CIAO1	-0.732
