Hybridization REF	TCGA-A3-3328-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.119666666666667
CREB3L1	-1.0245
RPS11	0.083875
PNMA1	0.1415
MMP2	-2.16116666666667
C10orf90	-1.9365
ZHX3	-0.173666666666667
ERCC5	0.109
GPR98	-1.396
RXFP3	0.5295
APBB2	0.96825
PRO0478	-0.944625
KLHL13	1.937
PRSSL1	-0.306
PDCL3	-0.0313333333333333
DECR1	1.472625
SALL1	-4.7612
CADM4	0.922
RPS18	-0.631357142857143
HNRPD	-0.302
CFHR5	0.0846666666666667
SLC10A7	-0.01675
OR2K2	0.806
LMAN1	0.285
SUHW1	-2.47275
CHD8	-1.1943
SUMO1	-0.304
GP1BA	0.3638
DDB1	-0.18
MYO9B	-1.089
MMP7	2.199
CRNKL1	0.085625
C9orf45	-0.5555
XAB2	-0.40775
RTN1	1.456875
KLHL14	-1.510125
TBX10	-0.7935
CENPQ	-0.2175
UTY	2.56628571428571
ZBTB12	-0.14
DTNBP1	0.406125
KBTBD8	-2.33966666666667
ZEB1	-2.0415
ZG16	-0.98
MIER1	-0.6363
ADAM5P	-0.0845
CHD9	0.02475
STK16	0.7195
KIAA1486	0.277
TOB2	0.6245
BANK1	5.366
OR2V2	0.62
GRM2	0.7625
PROSC	0.5355
SPIN2B	1.23825
PIR	-2.69611111111111
IPO9	-1.2543
EVC	0.823833333333333
CXCL13	1.2855
KIAA1199	-4.0122
SORL1	3.07825
NAT10	-0.7775
CHD1	-0.7805
SYN3	-0.23075
SLC22A2	0.2845
SERPINF1	-4.28766666666667
WDR34	-1.54925
OR7A17	0.522
C9orf11	0.385
RNF216L	-0.0274
LHB	0.012
STK25	-1.002625
TAOK3	1.094
LOC152573	3.80625
C3orf39	0.834125
C14orf108	2.1747
CDC25B	-1.57627272727273
BMP3	0.6495
TMEM180	0.4495
MAP1LC3C	-0.0115
CRYGC	-0.869
POU3F1	-0.7065
C20orf32	-0.9495
CCDC95	-0.352
HIGD1B	2.35075
USP6NL	-1.467
ABCD4	1.05283333333333
DIMT1L	-0.717166666666667
TEK	-0.02075
SLC25A46	0.9855
LARP7	-0.9942
CD160	0.981166666666667
MT1JP	-2.90016666666667
PHF20	-1.609
CPNE4	-1.41825
GTPBP1	-0.497928571428571
RAB33B	0.448833333333333
ALDOC	-2.606375
ZNF212	-0.505
NUDT1	-1.18983333333333
RFPL2	-1.4145
ZNF83	1.22966666666667
GDPD5	-2.342375
PDCD4	0.96375
CEP350	-1.54425
OR10A2	0.6625
CST7	-1.2685
CIAO1	-0.8335
SELL	0.891125
OR8J3	0.4605
LTBP4	-1.33233333333333
SIRT6	-0.112
CCL19	0.69075
PPIL1	-0.852166666666667
GBP7	0.185333333333333
STK17A	1.5788
ABR	1.81975
OR9G1	0.791
FOXE1	-0.249
CNGA3	-1.012
GML	0.383
CD38	-3.449
ZDHHC6	-0.27
NEFH	-4.46525
CTDSP2	0.368166666666667
PGBD5	-2.77316666666667
CCNY	-0.365
RMND5B	0.656416666666667
ZNF257	-0.78625
FLJ22167	0.25375
EXOSC7	1.14133333333333
ROR2	-0.846375
MAOA	2.53775
TNNT3	0.102
GYPC	-2.346
C7orf33	0.634
PLIN	0.409333333333333
LOC90826	1.869
RNF4	0.0814
F8A1	0.1365
PLEKHG4	-5.656
GRB2	-0.55825
HIST1H2AD	-1.6635
DUS3L	-0.535
EIF1	1.60616666666667
RP5-1077B9.4	-1.64983333333333
FPGT	0.81625
GDF10	-2.28
COQ9	1.7415
GCC2	-0.197142857142857
RARRES3	3.924
PLXNA1	-0.7882
KIAA0100	-0.2505
PMF1	0.0165
FNDC1	0.6285
HS2ST1	-1.12408333333333
CRELD2	-0.487
C8G	-0.78
CD82	0.41675
LIM2	-0.671
UNQ6490	0.395
MMP16	-0.261
DRD3	0.36275
C5orf26	0.91075
C11orf73	-0.564875
PTP4A2	-0.497375
OR4M2	-0.082
HPCA	-2.106
SEC14L1	-0.323
CHFR	-0.00737500000000001
EMILIN1	-0.0790000000000002
NDUFS4	1.42975
COL18A1	-1.753875
PDZD3	0.1851
C9orf16	-0.997
ERBB2IP	0.430333333333333
EMX2	6.919
FUS	-2.006
TF	-4.1948
CLCN4	1.3195
CXorf56	0.9455
C11orf72	0.52625
ELAC2	-0.574416666666667
NPR1	-1.33125
ASS1	-4.238
USP42	-0.110375
POLR2J	0.52
SEC23IP	0.291333333333333
UQCRC1	1.08875
LOC729603	0.14275
