Hybridization REF	TCGA-A3-3335-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.677916666666667
CREB3L1	-1.01125
RPS11	0.277375
PNMA1	-1.03825
MMP2	-1.75016666666667
C10orf90	-2.53925
ZHX3	0.270666666666667
ERCC5	0.64325
GPR98	-1.36657142857143
RXFP3	0.4525
APBB2	-0.19125
PRO0478	-1.044
KLHL13	-0.1
PRSSL1	-0.151833333333333
PDCL3	0.217166666666667
DECR1	0.474375
SALL1	1.61183333333333
CADM4	-0.146833333333333
RPS18	-0.406071428571429
HNRPD	-1.04625
CFHR5	0.592
SLC10A7	0.278125
OR2K2	0.5635
LMAN1	-0.609
SUHW1	-2.18
CHD8	-1.9222
SUMO1	-0.1548
GP1BA	0.4603
DDB1	-0.743666666666667
MYO9B	-0.4364
MMP7	6.28675
CRNKL1	-0.412375
C9orf45	-1.8365
XAB2	-0.13275
RTN1	1.93425
KLHL14	0.094125
TBX10	-1.0995
CENPQ	-2.39975
UTY	1.82557142857143
ZBTB12	0.1925
DTNBP1	-0.4285
KBTBD8	-0.966333333333333
ZEB1	-1.01416666666667
ZG16	-1.06925
MIER1	-0.0757
ADAM5P	0.088
CHD9	0.0284375
STK16	0.889
KIAA1486	0.474
TOB2	0.288666666666667
BANK1	5.972
OR2V2	0.32975
GRM2	0.1835
PROSC	1.084125
SPIN2B	0.1105
PIR	-1.52566666666667
IPO9	-0.6255
EVC	2.2395
CXCL13	3.3885
KIAA1199	-4.49933333333333
SORL1	1.69225
NAT10	-0.4755
CHD1	-0.9815
SYN3	-0.22725
SLC22A2	5.92375
SERPINF1	1.7405
WDR34	-1.18325
OR7A17	0.23375
C9orf11	0.278
RNF216L	-0.3357
LHB	-0.186
STK25	0.42825
TAOK3	0.7335
LOC152573	3.424
C3orf39	-0.60975
C14orf108	-0.8305
CDC25B	-2.10436363636364
BMP3	0.2935
TMEM180	0.82
MAP1LC3C	0.27675
CRYGC	-0.9145
POU3F1	-0.943
C20orf32	-0.4725
CCDC95	0.3505
HIGD1B	3.92175
USP6NL	-0.78075
ABCD4	-0.0395
DIMT1L	-0.8445
TEK	0.63675
SLC25A46	0.421
LARP7	-2.0346
CD160	0.271166666666667
MT1JP	1.16483333333333
PHF20	-0.951375
CPNE4	-0.94625
GTPBP1	-1.04342857142857
RAB33B	1.28783333333333
ALDOC	0.6525
ZNF212	-1.34475
NUDT1	-2.27733333333333
RFPL2	-0.61125
ZNF83	1.60516666666667
GDPD5	-1.556625
PDCD4	0.7002
CEP350	-0.653
OR10A2	0.91775
CST7	1.21
CIAO1	-0.87475
SELL	1.574125
OR8J3	0.1945
LTBP4	-0.733666666666667
SIRT6	-0.07625
CCL19	1.69225
PPIL1	-1.7285
GBP7	0.188666666666667
STK17A	-0.6923
ABR	-0.55075
OR9G1	-0.1885
FOXE1	-0.106625
CNGA3	-1.319
GML	-0.4755
CD38	-1.99925
ZDHHC6	0.739166666666667
NEFH	-4.22275
CTDSP2	0.1385
PGBD5	0.977666666666667
CCNY	0.386071428571429
RMND5B	0.5185
ZNF257	-2.84225
FLJ22167	0.50675
EXOSC7	-1.79883333333333
ROR2	-0.400625
MAOA	3.51225
TNNT3	0.251666666666667
GYPC	0.19475
C7orf33	-1.6465
PLIN	0.379666666666667
LOC90826	0.126
RNF4	-0.078
F8A1	0.771333333333333
PLEKHG4	0.3195
GRB2	-0.31635
HIST1H2AD	1.06
DUS3L	-0.144333333333333
EIF1	0.823
RP5-1077B9.4	-1.469
FPGT	1.73025
GDF10	-1.208
COQ9	1.38225
GCC2	0.4275
RARRES3	2.936625
PLXNA1	-1.0166
KIAA0100	-0.8058
PMF1	0.237
FNDC1	1.597
HS2ST1	0.139083333333333
CRELD2	-0.50275
C8G	-1.212
CD82	-0.807
LIM2	-1.021
UNQ6490	-0.1495
MMP16	-0.23725
DRD3	0.13975
C5orf26	1.16975
C11orf73	-0.1525
PTP4A2	0.097875
OR4M2	0.8905
HPCA	1.4835
SEC14L1	-0.289
CHFR	-0.0905
EMILIN1	-0.30725
NDUFS4	0.9195
COL18A1	0.599125
PDZD3	2.7229
C9orf16	-0.622166666666667
ERBB2IP	0.1625
EMX2	7.65275
FUS	-1.56
TF	-3.8359
CLCN4	2.24
CXorf56	-0.0195
C11orf72	0.29975
ELAC2	-1.22616666666667
NPR1	0.135
ASS1	0.2755
USP42	-0.982625
POLR2J	-0.1825
SEC23IP	0.344333333333333
UQCRC1	-0.08975
LOC729603	-0.38975
C1orf71	-0.779625
POLG	-2.957
ADAM23	-4.45275
TFR2	0.06425
RICTOR	-0.4034
MGC39606	1.95175
C19orf55	-0.52525
SNAPC1	-0.649333333333333
GNA11	0.3405
CCDC52	0.4915
FSIP1	-0.0245
UPF3A	0.418875
IGSF11	-0.225166666666667
LAGE3	-0.7805
CHST6	-4.785
UNC13B	0.5685
TTLL4	-1.56825
ZNF687	-0.285375
SDC2	0.3919
COX7A2	-0.4615
LAMB4	0.395666666666667
FAM24A	0.452
LRRTM3	-0.773166666666667
GPHB5	-0.101
OR4C13	0.0415
EIF3EIP	0.193142857142857
HABP4	1.52
TMEM125	3.123
CNTN2	0.27975
ASNSD1	-0.26375
FUT4	-0.026875
ACF	-0.245
LOC158381	0.357
CDH8	0.07625
AGPS	-0.376833333333333
C4orf18	1.044
PECI	0.376083333333333
UNG	-0.447875
GSTP1	0.281
DCUN1D5	-2.05966666666667
DKFZP564J0863	-0.49225
SLC9A3R1	1.0825
BCDO2	1.034625
CHMP7	0.168625
REM2	0.311
DNHD1	-0.082625
FKBP4	-1.189375
ZNF350	-0.1965
MGC11102	-0.127125
BST1	1.555
KISS1R	1.2815
NCR2	0.685
DEFB125	0.848
UBE2W	1.0725
KRT15	-3.939375
C10orf99	3.8335
SCN11A	0.108714285714286
GFI1	-2.1815
RDHE2	-1.09566666666667
FHL1	1.84516666666667
OSGEP	-0.678666666666667
GATA1	-3.96166666666667
SMC6	-1.46525
TTTY14	-0.3195
LPIN3	1.0925
RPL4	-0.9016
RBPMS	1.9959
PRPF3	-0.937666666666667
EMR1	-0.9195
SPATA19	0.117
XCR1	-0.051
IRX3	1.7742
RBM6	-1.0125
KLF4	-0.0052
UNC5CL	3.678
SEBOX	0.0925
BTK	-0.2475
KRCC1	1.06875
C6orf27	0.1335
SYTL5	-0.1975
PRND	3.218125
LOC653319	-0.107
PIGL	-0.406375
HUS1	0.164
SFRS6	-0.628666666666667
C17orf77	0.576
UIMC1	0.515
FXYD2	4.2402
LOC283152	-0.5145
ZNF667	-3.22325
ZCCHC12	-0.29
TFEC	5.2602
ATP7B	0.8295
POLD2	-1.516
RG9MTD1	-0.843
ACOT2	0.702333333333333
HIST1H4I	-0.52475
PPARGC1A	1.9711
ETFA	-0.3827
POLRMT	-0.535
ZNF146	-0.528
MIA2	2.0905
KLHL6	-0.2835
HOXB5	0.094
NENF	0.738833333333333
CUGBP1	0.446
PRSS22	-1.084
CASC4	1.1899
CUL4B	0.4608
CENPJ	-1.9435
PITX1	-1.39933333333333
FLJ31033	0.178166666666667
CELSR3	-2.5995
ZNF568	0.15075
ITSN1	-0.281666666666667
EHBP1L1	-0.846666666666667
C19orf2	-0.47225
DCTN1	-0.60575
LIN28B	-4.5405
TNKS2	0.63675
C1QBP	-0.704
CADPS2	1.236
SRMS	0.2085
GJA9	-0.15
MGC24975	-0.740833333333333
TRIM45	-0.335833333333333
TSP50	0.184
TCP1	-1.458
TMED7	1.2899
CMA1	0.661
CENPL	-1.576
PTCRA	-0.208
FST	-5.8505
VWCE	2.0145
PAWR	-1.436
ABCC12	0.0193333333333333
LDLR	-3.9995
ASTN2	0.535
LOC441212	-0.160625
GPATCH8	-0.31325
TANC2	-0.4085
KIF4A	-4.02675
C18orf18	0.6985
PGM1	1.05025
KIAA0258	1.1995
CPD	0.2645
SNCAIP	-2.12275
DCT	-4.281
HLA-DOA	3.07659090909091
OR11L1	0.3415
UPK1B	1.4395
DNAJB4	1.539125
UGT1A8	4.8835
HIST1H4L	-2.508
PECR	-0.293666666666667
HSPA2	1.18025
WFIKKN1	0.16
SERP1	0.25975
SYDE2	-0.0175
TACR2	0.2705
NUP85	-1.349
CD177	-0.592833333333333
LGR5	-2.5262
PIGG	0.75125
PTHR1	-0.365
RAB5A	-0.3888
FLJ13224	0.0795
USP9Y	1.32616666666667
C7orf53	0.0725
LRP1B	-0.32025
XAF1	1.6142
ABCG8	0.034
ANKDD1A	-0.589166666666667
DAND5	-1.3475
SPAG6	0.159
LINCR	3.66
ZDHHC22	-1.11375
CCDC60	0.6205
THOC7	-1.5875
TCTA	1.3934
OR8K3	0.172
NY-REN-7	1.1455
B2M	1.727
C6orf141	-3.142875
LPPR4	-0.0835
SQLE	-3.164
SEPHS1	-1.2365
BTBD14B	-0.253785714285714
PLRG1	-0.3525
SPG7	-0.42325
ZNF614	-0.782
PARD6G	0.2005
INPP5B	-0.5315
GRPEL2	0.569375
PPID	-1.4562
TRIM56	-0.25025
UBE2J1	-0.292625
IL20RA	-1.3305
LOC387856	-0.163
C1orf107	0.320416666666667
UTS2R	0.57025
C19orf22	-0.10475
SAFB2	-0.646
KIAA0652	0.42775
KLRG1	0.2095
MS4A8B	0.416833333333333
FRAG1	0.133
KIAA1546	-0.12075
E2F4	-0.7881
CLEC4M	-0.200833333333333
BTBD14A	-1.3955
KIAA0999	0.3569
GYPA	-3.14983333333333
TAC1	-0.615
TRAIP	-2.56083333333333
KIAA0232	0.1109
ERCC8	-1.07825
GPX4	1.349875
KIAA0368	-0.154875
GPR157	-0.776166666666667
CTAGE4	2.1155
C9orf30	0.661333333333333
OR52A1	0.287
HSP90B3P	-0.0935
ALG9	-0.0787
BTBD10	0.5865
SDK2	-0.0315
BAIAP3	-1.76125
RABGGTB	0.4005
ANKRD40	-0.227666666666667
KRT74	0.708
CALCOCO2	0.833642857142857
SNCA	-3.1195
TMSL8	-5.562875
C2orf53	-0.265
ESRRB	-0.23875
ARHGAP26	0.768875
TDRD9	-2.351
HRAS	0.424
KLRC4	-0.97
JAGN1	-0.854333333333333
BSDC1	0.50975
RNF43	-1.3791
NDUFAF1	0.83375
PHF12	0.47725
OR1L3	0.125
FOLR2	1.90091666666667
LYZL6	-0.0825
tcag7.1260	-0.6255
WSB1	0.844833333333333
PROS1	2.0876
OSTN	0.2055
PSMB8	1.16725
SOCS4	-0.54
DDIT4L	5.236
MAS1	-0.6325
MGC34796	1.05425
CSHL1	-0.0791666666666667
TBCCD1	-0.1605
ZBTB7C	-0.494
AP2S1	-0.93125
P15RS	-0.1174
VAT1	0.8899
SHANK3	1.67183333333333
TUFM	-1.19016666666667
THEG	-0.79
KRT34	-1.409
SGSM3	-0.142625
TOMM22	0.271
SOCS3	1.945
CPO	0.761
POP4	0.694
BHLHB3	4.9035
MALL	1.1605
OR1B1	0.406
PARK2	0.609666666666667
GPR124	0.16325
LCE1E	0.331
RUVBL2	-0.86825
CGRRF1	0.7136
ACPL2	1.64025
WNT10B	-0.7295
BAIAP2L2	1.18475
ISCA1	1.6235
C1orf125	0.410625
RPAP1	-1.0645
RAI16	-0.241833333333333
RPL27	-0.115625
NLRP9	0.0335
EPN1	0.3135
LOC388610	-3.257625
SLC35A1	-0.1099
GAL	-5.264
SLC14A2	0.27525
RDH11	-0.845
FAM138F	-0.2735
AUH	1.723
FLJ40243	-0.6845
C14orf129	-0.574
MBD2	-0.526833333333333
ABHD14B	0.85975
PIGT	0.11075
ALS2CR4	-0.742
ALAS1	-0.1793
FOXO1	1.26316666666667
CRLF3	-0.182125
C20orf107	-0.01
FARS2	-0.53475
CCDC28A	1.3265
NPHP3	0.3515
OR13F1	0.172
TSEN54	-1.24675
DEFB106B	0.2052
OR8B4	0.3515
STH	0.20575
ZC3H14	-0.967375
CBX2	-0.6605
TMEM49	0.6025
C6orf21	0.352
FLJ20920	-2.051875
CRTAP	0.709714285714286
DDX50	0.438
STYXL1	-0.76625
BLVRB	0.3435
LOC147650	-0.6325
MMP24	0.705
GRID1	2.59516666666667
BANF1	-0.424
CTAGEP	0.7665
HMBS	-2.22675
SLC25A24	-0.565166666666667
C14orf50	0.90425
MRO	1.774
SLC25A15	-0.9625
FAM84B	0.2911
TDP1	-1.341
C16orf78	-0.473833333333333
C11orf57	-0.018125
RFK	0.045
ZFYVE9	-0.226875
STCH	0.1274
WIBG	-0.4455
LOC283871	-1.1665
GBA2	-0.2133
NDUFB3	0.173
HSD17B13	0.011
GRIN3A	0.164333333333333
FMNL1	-0.419166666666667
SEPT7	-0.7288
GNLY	3.4875
GRAMD1C	2.769
ZNF165	-1.276
USP38	0.224
FAM83A	-4.155
C14orf24	0.295333333333333
ARMCX3	1.242125
ARHGDIB	-0.106666666666667
AK1	-1.019125
KIAA1045	0.32125
DNAJB13	1.6535
NEU2	0.485
HIST1H4B	-1.49
FAM20B	-1.1159
HES2	-0.463857142857143
FAM73B	-0.6051
LOC388381	0.4935
INTS7	-1.78563636363636
AMPH	-0.054
ZNF775	-0.65475
UCKL1	-0.0378333333333333
C10orf97	0.246
C1orf161	-0.17725
ALDH1L1	1.95325
FLJ39378	0.442125
SLC23A1	2.931
RBM4B	-0.015
THAP4	0.998833333333333
OGFRL1	0.59825
KIAA0831	-0.172
PPP1R15A	1.28083333333333
C1orf96	-0.988428571428571
C12orf11	-0.9115
BMF	-0.0355
MAN1A1	-1.046375
KIAA1600	0.43
NLGN4X	-0.807
ALOX12	-0.614
RB1CC1	-0.0994
NEIL2	1.0957
EIF4E	-0.357772727272727
ABHD5	-0.84775
EXOC4	0.3985
CIP29	0.00933333333333333
BATF2	1.717
SLC29A4	-0.044
HTR4	0.52825
EMB	-1.61375
TRAF6	0.166
LMNB1	-3.38875
FAM19A5	-2.0815
SHE	1.78425
PIK3C2B	-0.35075
C15orf15	-0.0333
USP15	-0.2628
TCEAL2	-0.593
C5orf39	-0.721666666666667
PTGER2	-0.751
SLC31A1	-1.335
IFT172	0.075
ADAM29	-0.00124999999999997
GFOD1	-1.55725
ST7L	0.293833333333333
C15orf26	-2.30725
PKN3	-0.999
CNTD1	-0.0691666666666667
COMMD1	0.73975
NTRK2	3.33691666666667
FOXN3	0.232625
MFGE8	-1.0583
PFKFB2	1.1295
TAS2R4	-0.57225
ENTHD1	-0.0894
PRMT5	-1.409
MGC16384	1.034375
LOC442229	-0.4685
TSKU	0.676625
KRTCAP3	2.918625
PDLIM1	1.8252
KCNS2	0.37375
RNF126	0.213833333333333
CEP63	-0.179125
CLIC4	2.2945
hCG_1990170	6.9925
ACR	0.6828
KLK7	-0.386333333333333
ALOX5AP	4.0095
RIPK3	2.00125
