Hybridization REF	TCGA-A3-3374-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.265
CREB3L1	-0.42775
RPS11	0.658125
PNMA1	-0.27675
MMP2	-1.0115
C10orf90	-1.62125
ZHX3	0.376833333333333
ERCC5	1.008
GPR98	-1.000375
RXFP3	0.383
APBB2	0.21875
PRO0478	-1.0155
KLHL13	-0.28675
PRSSL1	0.700666666666667
PDCL3	0.151
DECR1	0.21325
SALL1	1.674
CADM4	-0.623833333333333
RPS18	-0.473785714285714
HNRPD	-0.63725
CFHR5	-0.228833333333333
SLC10A7	0.355875
OR2K2	-0.1595
LMAN1	-0.47825
SUHW1	-1.92425
CHD8	-1.8107
SUMO1	0.3132
GP1BA	0.8716
DDB1	-0.817333333333333
MYO9B	0.0671
MMP7	7.76275
CRNKL1	-0.3215
C9orf45	-1.87866666666667
XAB2	-0.278625
RTN1	1.3455
KLHL14	0.47875
TBX10	-0.64
CENPQ	-2.5395
UTY	1.62464285714286
ZBTB12	-0.036
DTNBP1	0.1885
KBTBD8	-1.26016666666667
ZEB1	-0.116833333333333
ZG16	-1.2475
MIER1	-0.1033
ADAM5P	0.45
CHD9	0.1774375
STK16	0.361
KIAA1486	0.446
TOB2	0.53425
BANK1	4.87725
OR2V2	0.30325
GRM2	0.135
PROSC	0.7195
SPIN2B	-0.218
PIR	-1.57244444444444
IPO9	-0.4593
EVC	1.297
CXCL13	1.28983333333333
KIAA1199	-3.0384
SORL1	2.2825
NAT10	-0.49175
CHD1	-0.54275
SYN3	0.27825
SLC22A2	4.53925
SERPINF1	-0.631833333333333
WDR34	-1.48725
OR7A17	0.216
C9orf11	0.4215
RNF216L	-0.603
LHB	0.189
STK25	0.403125
TAOK3	1.474125
LOC152573	4.7865
C3orf39	-0.1605
C14orf108	-0.6235
CDC25B	-1.63627272727273
BMP3	0.6985
TMEM180	0.724
MAP1LC3C	0.302
CRYGC	-0.318
POU3F1	-0.7296
C20orf32	0.026
CCDC95	0.6415
HIGD1B	3.202
USP6NL	-0.939
ABCD4	0.135833333333333
DIMT1L	-0.732333333333333
TEK	1.510625
SLC25A46	0.18075
LARP7	-1.7456
CD160	1.33316666666667
MT1JP	-0.847
PHF20	-0.781625
CPNE4	-0.5075
GTPBP1	-0.882214285714286
RAB33B	1.114
ALDOC	0.061
ZNF212	-0.5635
NUDT1	-1.283
RFPL2	-0.3695
ZNF83	1.0245
GDPD5	-0.794125
PDCD4	0.9107
CEP350	-0.81075
OR10A2	0.3475
CST7	1.20875
CIAO1	-0.63075
SELL	0.921375
OR8J3	0.099
LTBP4	0.036
SIRT6	-0.05625
CCL19	1.92
PPIL1	-1.08
GBP7	0.905166666666667
STK17A	-0.8925
ABR	-0.10275
OR9G1	-0.0935
FOXE1	-0.190375
CNGA3	0.046
GML	0.152
CD38	-1.65775
ZDHHC6	0.291666666666667
NEFH	-2.9675
CTDSP2	1.04266666666667
PGBD5	1.0085
CCNY	0.515142857142857
RMND5B	0.433083333333333
ZNF257	-2.263
FLJ22167	0.324125
EXOSC7	-1.48833333333333
ROR2	0.262125
MAOA	3.107875
TNNT3	0.808333333333333
GYPC	-0.35775
C7orf33	0.51
PLIN	0.481166666666667
LOC90826	-0.2335
RNF4	-0.2614
F8A1	0.564333333333333
PLEKHG4	-1.539
GRB2	-0.3392
HIST1H2AD	0.09575
DUS3L	-0.268166666666667
EIF1	0.7955
RP5-1077B9.4	-1.033
FPGT	1.751
GDF10	-0.882
COQ9	0.7755
GCC2	-0.263357142857143
RARRES3	2.683375
PLXNA1	-0.4631
KIAA0100	-0.3748
PMF1	0.2725
FNDC1	1.85725
HS2ST1	0.355916666666667
CRELD2	0.6035
C8G	-1.127
CD82	-0.1205
LIM2	-0.2505
UNQ6490	0.1915
MMP16	-0.209
DRD3	-0.10725
C5orf26	0.98975
C11orf73	-0.0955
PTP4A2	0.31325
OR4M2	0.422
HPCA	1.24016666666667
SEC14L1	-0.00133333333333336
CHFR	0.045125
EMILIN1	-0.23875
NDUFS4	0.255
COL18A1	0.61425
PDZD3	2.1211
C9orf16	-0.717
ERBB2IP	0.248166666666667
EMX2	6.851
FUS	-2.02875
TF	-0.4852
CLCN4	1.886
CXorf56	0.30375
C11orf72	0.28925
ELAC2	-1.07391666666667
NPR1	0.60375
ASS1	-1.256
USP42	-1.135375
POLR2J	-0.4105
SEC23IP	0.364833333333333
UQCRC1	-0.3235
LOC729603	0.0015
C1orf71	-1.00925
POLG	-2.3325
ADAM23	-3.70175
TFR2	-0.20325
RICTOR	-0.5698
MGC39606	1.666
C19orf55	-0.31375
SNAPC1	-1.057
GNA11	0.459625
CCDC52	0.00349999999999998
FSIP1	0.5715
UPF3A	-0.24825
IGSF11	-0.679
LAGE3	-1.0935
CHST6	-3.5365
UNC13B	0.316125
TTLL4	-1.317875
ZNF687	-0.286
SDC2	0.7021
COX7A2	-0.71525
LAMB4	0.13175
FAM24A	0.596
LRRTM3	-0.793333333333333
GPHB5	-0.195
OR4C13	-0.0315
EIF3EIP	0.134714285714286
HABP4	0.2455
TMEM125	3.6485
CNTN2	0.049625
ASNSD1	-0.674
FUT4	0.381125
ACF	0.8395
LOC158381	0.245
CDH8	-0.024
AGPS	0.0405
C4orf18	1.685125
PECI	-0.637666666666667
UNG	0.06525
GSTP1	-0.047125
DCUN1D5	-1.747
DKFZP564J0863	-1.02275
SLC9A3R1	0.57525
BCDO2	0.609875
CHMP7	-0.0435
REM2	-0.232
DNHD1	0.030375
FKBP4	-1.343125
ZNF350	-0.00925
MGC11102	0.161125
BST1	2.1475
KISS1R	0.8755
NCR2	0.107
DEFB125	0.038
UBE2W	0.595875
KRT15	-2.842375
C10orf99	3.8975
SCN11A	0.370875
GFI1	-1.571
RDHE2	-0.7085
FHL1	1.8605
OSGEP	-0.300666666666667
GATA1	-3.392
SMC6	-1.443
TTTY14	1.0955
LPIN3	0.25875
RPL4	-0.8189
RBPMS	1.6501
PRPF3	-0.958333333333333
EMR1	0.5615
SPATA19	-0.10925
XCR1	-0.1955
IRX3	2.075
RBM6	-0.70175
KLF4	-0.3518
UNC5CL	3.1065
SEBOX	0.2605
BTK	0.45725
KRCC1	0.916
C6orf27	0.0645
SYTL5	-0.057
PRND	2.616625
LOC653319	-0.266
PIGL	-0.378
HUS1	-0.122166666666667
SFRS6	-0.661
C17orf77	0.284
UIMC1	0.269
FXYD2	3.9703
LOC283152	0.496
ZNF667	-1.72375
ZCCHC12	-0.09925
TFEC	4.3523
ATP7B	0.695666666666667
POLD2	-1.18683333333333
RG9MTD1	-0.88275
ACOT2	-0.488166666666667
HIST1H4I	-1.02225
PPARGC1A	1.2012
ETFA	-0.4759
POLRMT	-0.54625
ZNF146	-0.63175
