Hybridization REF	TCGA-A3-3319-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.6165
CREB3L1	-0.44325
RPS11	0.529125
PNMA1	-1.62075
MMP2	-1.46116666666667
C10orf90	-2.01575
ZHX3	0.201
ERCC5	-0.2445
GPR98	-1.06925
RXFP3	1.968
APBB2	-0.30925
PRO0478	-1.1075
KLHL13	-1.07375
PRSSL1	1.43483333333333
PDCL3	-0.134
DECR1	0.135875
SALL1	0.947166666666667
CADM4	-0.4744
RPS18	0.606285714285714
HNRPD	-2.12883333333333
CFHR5	0.2572
SLC10A7	0.17975
OR2K2	-0.11
LMAN1	-1.070875
SUHW1	-2.02425
CHD8	-2.1685
SUMO1	0.3399
GP1BA	0.3382
DDB1	-1.3475
MYO9B	-0.5888
MMP7	9.091
CRNKL1	-0.940625
C9orf45	-2.98366666666667
XAB2	-0.566875
RTN1	1.888125
KLHL14	-0.898375
TBX10	-0.3395
CENPQ	-1.354
UTY	-0.198571428571429
ZBTB12	-0.174
DTNBP1	-0.3965
KBTBD8	-0.204833333333333
ZEB1	-0.397333333333333
ZG16	-1.0235
MIER1	0.8345
ADAM5P	-0.445
CHD9	-0.5045625
STK16	0.8485
KIAA1486	0.7175
TOB2	0.393333333333333
BANK1	4.966
OR2V2	-0.2375
GRM2	0.567833333333333
PROSC	-0.281125
SPIN2B	-0.271
PIR	-0.818
IPO9	-0.9348
EVC	-0.1505
CXCL13	4.679
KIAA1199	-4.2046
SORL1	0.7355
NAT10	-0.90075
CHD1	-1.1815
SYN3	-0.292
SLC22A2	6.2835
SERPINF1	1.184
WDR34	-1.18975
OR7A17	0.2995
C9orf11	0.088
RNF216L	-0.1752
LHB	0.795
STK25	-0.321125
TAOK3	1.00025
LOC152573	0.84
C3orf39	-0.1965
C14orf108	-0.8108
CDC25B	-1.96318181818182
BMP3	0.7685
TMEM180	1.17
MAP1LC3C	0.972
CRYGC	-1.2255
POU3F1	-0.6814
C20orf32	0.0865
CCDC95	0.863
HIGD1B	4.5435
USP6NL	-1.056375
ABCD4	0.227
DIMT1L	-0.516
TEK	0.594375
SLC25A46	0.3555
LARP7	-2.0195
CD160	1.42416666666667
MT1JP	2.17533333333333
PHF20	-0.53575
CPNE4	-0.657
GTPBP1	-0.966071428571429
RAB33B	1.03516666666667
ALDOC	-0.122625
ZNF212	-0.88575
NUDT1	-1.009
RFPL2	0.01275
ZNF83	0.995666666666667
GDPD5	-1.3695
PDCD4	0.2559
CEP350	-1.30125
OR10A2	0.86125
