Hybridization REF	TCGA-A3-3308-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.324583333333333
CREB3L1	-0.03425
RPS11	0.796
PNMA1	0.97525
MMP2	-1.13383333333333
C10orf90	-1.8325
ZHX3	0.0295
ERCC5	0.5995
GPR98	-1.034
RXFP3	0.3875
APBB2	1.12125
PRO0478	-0.723625
KLHL13	-0.57775
PRSSL1	-0.0841666666666667
PDCL3	0.706666666666667
DECR1	1.2445
SALL1	1.89883333333333
CADM4	-0.0413333333333333
RPS18	0.768
HNRPD	-0.914833333333333
CFHR5	0.413833333333333
SLC10A7	0.166375
OR2K2	-0.188
LMAN1	-1.137125
SUHW1	-2.07275
CHD8	-1.3814
SUMO1	0.609
GP1BA	1.0354
DDB1	-1.52466666666667
MYO9B	-0.4901
MMP7	7.0535
CRNKL1	-0.214625
C9orf45	-2.208
XAB2	-0.7435
RTN1	1.244125
KLHL14	0.086125
TBX10	-1.013
CENPQ	-1.53075
UTY	-0.708538461538462
ZBTB12	0.1025
DTNBP1	0.1965
KBTBD8	-1.14866666666667
ZEB1	0.2215
ZG16	-0.8205
MIER1	-0.3029
ADAM5P	0.458
CHD9	-0.259625
STK16	0.5025
KIAA1486	0.216
TOB2	0.269083333333333
BANK1	3.88475
OR2V2	0.175
GRM2	0.146666666666667
PROSC	1.2305
SPIN2B	0.2355
PIR	-1.86788888888889
IPO9	-0.7686
EVC	0.903166666666667
CXCL13	2.17733333333333
KIAA1199	-2.9708
SORL1	-0.53175
NAT10	-0.36875
CHD1	-1.046
SYN3	0.18275
SLC22A2	6.9275
SERPINF1	0.0888333333333333
WDR34	-1.6515
OR7A17	-0.00925000000000001
C9orf11	0.0005
RNF216L	-0.4619
LHB	-0.326
STK25	0.03975
TAOK3	-0.177875
LOC152573	0.75775
C3orf39	-0.127625
C14orf108	0.3975
CDC25B	-2.08690909090909
BMP3	0.772
TMEM180	0.4435
MAP1LC3C	-0.011
CRYGC	-0.255
POU3F1	-0.7921
C20orf32	-0.3025
CCDC95	-0.1275
HIGD1B	5.5435
USP6NL	-0.412125
ABCD4	1.103
DIMT1L	0.233666666666667
TEK	2.464625
SLC25A46	-0.4285
LARP7	-1.6795
CD160	1.08583333333333
MT1JP	-0.773666666666667
PHF20	-0.926125
CPNE4	-1.30475
GTPBP1	-1.2395
RAB33B	1.06883333333333
ALDOC	-1.039625
ZNF212	-1.18225
NUDT1	-1.73783333333333
RFPL2	-0.38375
ZNF83	0.933666666666667
GDPD5	-0.6655
PDCD4	0.9281
CEP350	-0.77625
OR10A2	0.31775
CST7	1.1055
CIAO1	-0.2505
SELL	1.261
OR8J3	0.0905
LTBP4	-0.4145
SIRT6	-0.21575
CCL19	4.63525
PPIL1	-0.276666666666667
GBP7	0.113666666666667
STK17A	-0.4703
ABR	-0.45425
OR9G1	0.3795
FOXE1	0.45075
CNGA3	0.339
GML	-0.212
CD38	-1.53675
ZDHHC6	0.537333333333333
NEFH	-3.59975
CTDSP2	-0.0675833333333333
PGBD5	-0.729166666666667
CCNY	0.888928571428571
RMND5B	-0.580333333333333
ZNF257	-1.3645
FLJ22167	-0.601875
EXOSC7	-1.626
ROR2	0.117875
MAOA	2.487
TNNT3	2.02733333333333
GYPC	-0.167
C7orf33	0.654
PLIN	2.28683333333333
LOC90826	0.29375
RNF4	-0.1821
F8A1	-0.000333333333333336
PLEKHG4	-0.739
GRB2	-0.386
HIST1H2AD	-0.91525
DUS3L	-0.337333333333333
EIF1	0.219833333333333
RP5-1077B9.4	-1.65083333333333
FPGT	1.39625
GDF10	2.1175
COQ9	0.5725
GCC2	-0.0837142857142857
RARRES3	2.589125
PLXNA1	-0.4763
KIAA0100	-0.6031
PMF1	0.33625
FNDC1	3.47425
HS2ST1	0.222666666666667
CRELD2	0.5195
C8G	-1.4535
CD82	-1.314
LIM2	-0.7575
UNQ6490	-0.28
MMP16	-0.1405
DRD3	0.056
C5orf26	0.65975
C11orf73	0.02475
PTP4A2	0.11775
OR4M2	0.4415
HPCA	0.162166666666667
SEC14L1	-0.256166666666667
CHFR	0.02525
EMILIN1	0.098875
NDUFS4	0.25475
COL18A1	0.207125
PDZD3	1.9358
C9orf16	-0.488666666666667
ERBB2IP	0.133666666666667
EMX2	6.65375
FUS	-2.67975
TF	-2.8241
CLCN4	1.386
CXorf56	0.256
C11orf72	0.11
ELAC2	-1.16316666666667
NPR1	0.727
ASS1	-0.532833333333333
USP42	-0.856125
POLR2J	-1.0575
SEC23IP	0.7065
UQCRC1	-0.59125
LOC729603	-0.17475
C1orf71	-0.82525
POLG	-2.649
ADAM23	-3.785
TFR2	-0.1275
RICTOR	-0.5954
MGC39606	1.1205
C19orf55	-0.223625
SNAPC1	0.128
GNA11	0.167625
CCDC52	0.0536666666666667
FSIP1	0.9865
UPF3A	-0.179
IGSF11	-0.921166666666667
LAGE3	-1.134
CHST6	-3.9815
UNC13B	0.373625
TTLL4	-2.14125
ZNF687	-0.533125
SDC2	0.6373
COX7A2	0.08375
LAMB4	1.582
FAM24A	-0.0485
LRRTM3	-0.6664
GPHB5	0.1695
OR4C13	-0.2865
EIF3EIP	0.449357142857143
HABP4	-0.2155
TMEM125	1.96825
CNTN2	0.528875
ASNSD1	-0.14425
FUT4	-0.55
ACF	0.32475
LOC158381	0.394
CDH8	-0.702
AGPS	-0.8375
C4orf18	2.34725
PECI	0.436
UNG	-0.69725
GSTP1	-1.524625
DCUN1D5	-0.843666666666667
DKFZP564J0863	-0.3695
SLC9A3R1	0.51075
BCDO2	-0.027875
CHMP7	0.00787499999999999
REM2	0.13
DNHD1	-0.150125
FKBP4	-2.264625
ZNF350	1.50075
MGC11102	0.26625
BST1	1.79425
KISS1R	0.3575
NCR2	0.645
DEFB125	-1.155
UBE2W	1.88325
KRT15	-3.174
C10orf99	1.937
SCN11A	0.61975
GFI1	-1.58125
RDHE2	-0.850166666666667
FHL1	1.41033333333333
OSGEP	0.335166666666667
GATA1	-3.81816666666667
SMC6	-1.5065
TTTY14	-0.59575
LPIN3	0.28
RPL4	-0.5282
RBPMS	1.0993
PRPF3	-1.04183333333333
EMR1	-0.6175
SPATA19	0.08525
XCR1	-0.0915
IRX3	1.5098
RBM6	-0.77475
KLF4	-0.3854
UNC5CL	2.8665
SEBOX	0.1355
BTK	-0.00700000000000001
KRCC1	2.3365
C6orf27	0.178
SYTL5	-0.0525
PRND	1.75675
LOC653319	-0.913
PIGL	-0.719
HUS1	0.285333333333333
SFRS6	0.82125
C17orf77	0.638
UIMC1	-0.196666666666667
FXYD2	3.8469
LOC283152	0.6465
ZNF667	-1.05625
ZCCHC12	-0.155
TFEC	4.0521
ATP7B	0.702666666666667
POLD2	-1.59966666666667
RG9MTD1	-0.0285
ACOT2	0.378666666666667
HIST1H4I	-0.9005
PPARGC1A	1.2675
ETFA	-0.9652
POLRMT	-1.2555
ZNF146	-1.22025
MIA2	2.7565
KLHL6	0.252166666666667
HOXB5	0.085625
NENF	0.601666666666667
CUGBP1	-0.14675
PRSS22	-1.0795
CASC4	1.0621
CUL4B	0.1699
CENPJ	-1.837
PITX1	-1.869
FLJ31033	0.384666666666667
CELSR3	-2.55916666666667
ZNF568	0.195
ITSN1	-0.70175
EHBP1L1	-1.0355
C19orf2	-0.4605
DCTN1	-1.0275
LIN28B	-4.2442
TNKS2	0.10625
C1QBP	-0.282375
CADPS2	0.35875
SRMS	0.0775
GJA9	0.0548333333333333
MGC24975	-1.1635
TRIM45	-1.563
TSP50	0.3395
TCP1	-0.807
TMED7	1.0458
CMA1	0.108
CENPL	-0.998166666666667
PTCRA	0.1315
FST	-4.9605
VWCE	0.66175
PAWR	-1.60475
ABCC12	0.507166666666667
LDLR	-3.1342
ASTN2	-0.2692
LOC441212	-0.620375
GPATCH8	-0.29325
TANC2	-0.25475
KIF4A	-2.553
C18orf18	-0.14275
PGM1	0.53175
KIAA0258	0.72175
CPD	0.5885
SNCAIP	-0.9245
DCT	-3.79833333333333
HLA-DOA	2.44422727272727
OR11L1	0.338
UPK1B	0.3125
DNAJB4	0.59525
UGT1A8	4.82825
HIST1H4L	-1.5205
PECR	-1.1055
HSPA2	2.26425
WFIKKN1	-0.3635
SERP1	0.148375
SYDE2	-0.48
TACR2	0.075
NUP85	-1.05175
CD177	-0.258833333333333
LGR5	-1.745
PIGG	1.2355
PTHR1	0.712166666666667
RAB5A	-0.4812
FLJ13224	-0.118
USP9Y	-0.638
C7orf53	0.2285
LRP1B	0.2915
XAF1	1.9319
ABCG8	-0.869
ANKDD1A	-0.948166666666667
DAND5	-0.7385
SPAG6	-0.033
LINCR	2.1355
ZDHHC22	-0.89675
CCDC60	-0.7685
THOC7	-0.872
TCTA	0.6194
OR8K3	0.28575
NY-REN-7	1.20575
B2M	2.10616666666667
C6orf141	-1.795375
LPPR4	2.72
SQLE	-1.461875
SEPHS1	-0.67525
BTBD14B	-0.0523571428571428
PLRG1	0.06025
SPG7	-0.084375
ZNF614	0.7415
PARD6G	0.703166666666667
INPP5B	-0.8317
GRPEL2	0.413875
PPID	-0.9819
TRIM56	-0.719
UBE2J1	0.973375
IL20RA	-0.73575
LOC387856	-0.13
C1orf107	0.1495
UTS2R	0.6565
C19orf22	-0.21575
SAFB2	-0.633
KIAA0652	0.17475
KLRG1	0.1415
MS4A8B	0.772333333333333
FRAG1	0.615
KIAA1546	0.01125
E2F4	-0.8695
CLEC4M	0.269166666666667
BTBD14A	-0.662
KIAA0999	-0.2596
GYPA	-2.88266666666667
TAC1	1.555
TRAIP	-2.30283333333333
KIAA0232	0.3178
ERCC8	-1.04825
GPX4	0.57075
KIAA0368	-0.58475
GPR157	-1.0585
CTAGE4	0.6965
C9orf30	0.129666666666667
OR52A1	0.425
HSP90B3P	0.6945
ALG9	0.2152
BTBD10	0.79675
SDK2	-0.237
BAIAP3	-2.04825
RABGGTB	-0.08425
ANKRD40	-0.226
KRT74	0.4155
