Hybridization REF	TCGA-A3-3343-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.53425
CREB3L1	-0.6765
RPS11	1.0745
PNMA1	0.14675
MMP2	-1.9275
C10orf90	-2.1205
ZHX3	-0.227666666666667
ERCC5	1.2885
GPR98	-0.145375
RXFP3	0.2655
APBB2	0.67325
PRO0478	-0.486625
KLHL13	-0.319
PRSSL1	0.626166666666667
PDCL3	0.143166666666667
DECR1	0.091125
SALL1	2.14966666666667
CADM4	-0.779333333333333
RPS18	0.620857142857143
HNRPD	0.130166666666667
CFHR5	0.172
SLC10A7	0.4425
OR2K2	-0.224
LMAN1	-0.42125
SUHW1	-1.4345
CHD8	-1.4785
SUMO1	0.5149
GP1BA	1.4418
DDB1	-1.582
MYO9B	-0.0403
MMP7	5.88825
CRNKL1	-0.024
C9orf45	-1.67116666666667
XAB2	-0.274
RTN1	1.147375
KLHL14	-0.259375
TBX10	-0.233
CENPQ	-1.7025
UTY	1.85992857142857
ZBTB12	-0.056
DTNBP1	0.78575
KBTBD8	-0.694166666666667
ZEB1	-0.229
ZG16	-1.05425
MIER1	-0.0967
ADAM5P	-0.7125
CHD9	0.06775
STK16	0.05025
KIAA1486	0.2655
TOB2	0.696833333333334
BANK1	5.02775
OR2V2	0.444
GRM2	0.0268333333333333
PROSC	1.07175
SPIN2B	0.427
PIR	-1.19011111111111
IPO9	-0.46
EVC	1.73816666666667
CXCL13	1.16916666666667
KIAA1199	-3.6817
SORL1	1.8855
NAT10	-0.4305
CHD1	-0.89475
SYN3	0.33525
SLC22A2	5.9595
SERPINF1	-1.44383333333333
WDR34	-1.05725
OR7A17	-0.06875
C9orf11	-0.078
RNF216L	-0.364
LHB	-0.144
STK25	0.3525
TAOK3	1.221625
LOC152573	-0.65075
C3orf39	-0.47525
C14orf108	-0.1478
CDC25B	-2.149
BMP3	0.014
TMEM180	0.661
MAP1LC3C	0.252
CRYGC	-0.52
POU3F1	-0.6019
C20orf32	0.038
CCDC95	-0.353
HIGD1B	3.62325
USP6NL	-0.515
ABCD4	1.15433333333333
DIMT1L	-1.13091666666667
TEK	1.8785
SLC25A46	-0.23775
LARP7	-1.3277
CD160	1.69133333333333
MT1JP	-1.3345
PHF20	-0.6451875
CPNE4	-1.429
GTPBP1	-0.990285714285714
RAB33B	1.76316666666667
ALDOC	0.57
ZNF212	-0.94525
NUDT1	-1.753
RFPL2	-0.8065
ZNF83	1.00266666666667
GDPD5	-1.019375
PDCD4	1.4574
CEP350	-0.01475
OR10A2	0.4805
CST7	2.08125
CIAO1	-0.9065
SELL	1.500375
OR8J3	0.246
LTBP4	-0.789833333333333
SIRT6	-0.28125
CCL19	2.29125
PPIL1	-1.20383333333333
GBP7	1.58866666666667
STK17A	-1.3964
ABR	0.07
OR9G1	0.128
FOXE1	-0.233125
CNGA3	-1.114
GML	0.0915
CD38	-0.97
ZDHHC6	1.01033333333333
NEFH	-3.26675
CTDSP2	0.865833333333333
PGBD5	2.02216666666667
CCNY	0.627714285714286
RMND5B	-0.381083333333333
ZNF257	-2.3765
FLJ22167	-0.207125
EXOSC7	-1.67133333333333
ROR2	-0.753125
MAOA	1.06525
TNNT3	-0.0716666666666667
GYPC	-0.3665
C7orf33	0.6195
PLIN	0.308333333333333
LOC90826	0.03
RNF4	-0.3093
F8A1	0.41
PLEKHG4	-0.97
GRB2	-0.1926
HIST1H2AD	-0.2245
DUS3L	-0.445333333333333
EIF1	0.938666666666667
RP5-1077B9.4	-1.63833333333333
FPGT	1.75525
GDF10	-1.103
COQ9	0.49175
GCC2	0.0725714285714286
RARRES3	2.607875
PLXNA1	-0.5917
KIAA0100	-0.7922
PMF1	1.0385
FNDC1	0.59775
HS2ST1	0.20675
CRELD2	-0.50075
C8G	-0.851
CD82	-1.0195
LIM2	0.1115
UNQ6490	0.197
MMP16	-0.2205
