Hybridization REF	TCGA-A3-3324-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.382583333333333
CREB3L1	-0.89225
RPS11	1.052625
PNMA1	-0.50275
MMP2	-2.25083333333333
C10orf90	-2.1955
ZHX3	0.0253333333333333
ERCC5	0.573
GPR98	-0.911375
RXFP3	0.9615
APBB2	0.08
PRO0478	-0.668
KLHL13	-0.10525
PRSSL1	0.595166666666667
PDCL3	0.160166666666667
DECR1	0.534
SALL1	1.29983333333333
CADM4	-1.07816666666667
RPS18	0.966285714285714
HNRPD	-0.99675
CFHR5	0.401333333333333
SLC10A7	0.14125
OR2K2	0.472
LMAN1	-0.446625
SUHW1	-2.4555
CHD8	-2.0471
SUMO1	0.2695
GP1BA	0.0301
DDB1	-1.68716666666667
MYO9B	-0.2451
MMP7	6.15875
CRNKL1	-0.185875
C9orf45	-1.274
XAB2	-0.480625
RTN1	1.65075
KLHL14	-0.559
TBX10	-1.136
CENPQ	-1.20025
UTY	0.175642857142857
ZBTB12	0.0155
DTNBP1	0.614375
KBTBD8	-0.840833333333333
ZEB1	0.0878333333333333
ZG16	-0.66325
MIER1	0.2878
ADAM5P	-0.6215
CHD9	-0.2051875
STK16	0.4135
KIAA1486	-0.0625
TOB2	0.51225
BANK1	5.78025
OR2V2	0.2525
GRM2	0.193166666666667
PROSC	0.75425
SPIN2B	0.45575
PIR	-1.12655555555556
IPO9	-0.625
EVC	1.156
CXCL13	2.573
KIAA1199	-3.9316
SORL1	1.68025
NAT10	-0.5525
CHD1	-0.55325
SYN3	-0.22875
SLC22A2	7.0745
SERPINF1	-1.87166666666667
WDR34	-0.8745
OR7A17	0.2795
C9orf11	0.455
RNF216L	0.2354
LHB	0.113
STK25	0.1395
TAOK3	0.775125
LOC152573	5.1305
C3orf39	-0.42325
C14orf108	-0.3249
CDC25B	-2.09681818181818
BMP3	0.452
TMEM180	1.0235
MAP1LC3C	0.4025
CRYGC	-1.045
POU3F1	-0.5618
C20orf32	-0.4815
CCDC95	0.254
HIGD1B	4.12575
USP6NL	-0.58175
ABCD4	0.8555
DIMT1L	-0.553
TEK	1.819125
SLC25A46	0.32625
LARP7	-1.4891
CD160	1.4765
MT1JP	0.352333333333333
PHF20	-0.8129375
CPNE4	-1.43175
GTPBP1	-1.011
RAB33B	1.58183333333333
ALDOC	0.06575
ZNF212	-0.93375
NUDT1	-2.55733333333333
RFPL2	-0.65425
ZNF83	1.2455
GDPD5	-1.082375
PDCD4	0.87345
CEP350	-0.6845
OR10A2	0.531
CST7	3.277
CIAO1	-0.729
SELL	1.233875
OR8J3	0.1535
LTBP4	-0.6395
SIRT6	-0.07775
CCL19	2.111
PPIL1	-0.833166666666667
GBP7	0.7705
STK17A	-0.2485
ABR	-0.42075
OR9G1	0.647
FOXE1	-0.383125
CNGA3	-0.9865
GML	0.214
CD38	-1.2695
ZDHHC6	0.0298333333333333
NEFH	-3.40575
CTDSP2	0.1765
PGBD5	2.89366666666667
CCNY	0.695214285714286
RMND5B	-0.0484166666666667
ZNF257	-2.20175
FLJ22167	0.770375
EXOSC7	-1.64816666666667
ROR2	-0.8415
MAOA	2.5045
TNNT3	0.274
GYPC	-0.19575
C7orf33	1.0955
PLIN	0.478666666666667
LOC90826	0.27225
RNF4	-0.5224
F8A1	0.375666666666667
PLEKHG4	-2.376
GRB2	-0.29335
HIST1H2AD	-1.42025
DUS3L	0.101666666666667
EIF1	0.643666666666667
RP5-1077B9.4	-1.54683333333333
FPGT	2.39225
GDF10	-1.09933333333333
COQ9	0.446
GCC2	0.0212857142857143
RARRES3	3.41325
PLXNA1	-1.1408
KIAA0100	-0.6811
PMF1	0.30125
FNDC1	1.4045
HS2ST1	0.49425
CRELD2	-0.57575
C8G	-0.804
CD82	-1.1665
LIM2	-0.6845
UNQ6490	-0.3165
MMP16	-0.49425
DRD3	-0.1015
C5orf26	1.6455
C11orf73	-0.395375
PTP4A2	-0.34475
OR4M2	1.5785
HPCA	0.677
SEC14L1	-0.157666666666667
CHFR	-0.01825
EMILIN1	-0.343625
NDUFS4	1.12625
COL18A1	0.376125
PDZD3	2.8014
C9orf16	-0.525666666666667
ERBB2IP	0.423833333333333
EMX2	7.03375
FUS	-3.00175
TF	-3.6403
CLCN4	2.0085
CXorf56	0.3925
C11orf72	0.34275
ELAC2	-1.19933333333333
NPR1	0.359
ASS1	-0.900166666666667
USP42	-0.286375
POLR2J	-0.048
SEC23IP	0.662166666666667
UQCRC1	-0.53125
LOC729603	-0.09475
C1orf71	-0.861375
POLG	-3.076
ADAM23	-4.354
TFR2	-0.67825
RICTOR	-0.00960000000000001
MGC39606	1.20275
C19orf55	-0.22275
SNAPC1	-0.5925
GNA11	0.1445
CCDC52	-0.370666666666667
FSIP1	1.148
UPF3A	0.216375
IGSF11	-2.03
LAGE3	-1.211
CHST6	-4.889
UNC13B	0.87575
TTLL4	-2.108375
ZNF687	-0.443375
SDC2	1.05
COX7A2	0.46725
LAMB4	0.50275
FAM24A	0.1565
