Hybridization REF	TCGA-A3-3336-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.0103333333333333
CREB3L1	0.05225
RPS11	0.858125
PNMA1	-0.05775
MMP2	-1.52016666666667
C10orf90	-2.083
ZHX3	-0.465666666666667
ERCC5	-0.7315
GPR98	-0.789125
RXFP3	0.4615
APBB2	1.9675
PRO0478	-0.07925
KLHL13	0.228
PRSSL1	-0.441
PDCL3	-0.292333333333333
DECR1	0.90425
SALL1	-2.2785
CADM4	0.168833333333333
RPS18	-0.653
HNRPD	-0.8485
CFHR5	0.182166666666667
SLC10A7	0.00474999999999999
OR2K2	0.5375
LMAN1	-0.536625
SUHW1	-2.20475
CHD8	-1.1314
SUMO1	0.099
GP1BA	0.5147
DDB1	0.0101666666666667
MYO9B	0.0206
MMP7	7.719
CRNKL1	0.091875
C9orf45	0.0276666666666667
XAB2	-0.257875
RTN1	1.157375
KLHL14	-0.976875
TBX10	-0.2
CENPQ	-2.22075
UTY	-1.33128571428571
ZBTB12	-0.0455
DTNBP1	-0.377875
KBTBD8	0.069
ZEB1	-1.58183333333333
ZG16	-0.94775
MIER1	-0.6212
ADAM5P	-0.215
CHD9	-0.4205625
STK16	0.189
KIAA1486	0.1455
TOB2	0.7105
BANK1	3.776
OR2V2	0.17025
GRM2	0.400833333333333
PROSC	-0.38575
SPIN2B	0.38125
PIR	-0.286444444444444
IPO9	-0.7039
EVC	0.790833333333333
CXCL13	0.539833333333333
KIAA1199	-2.1624
SORL1	2.832
NAT10	-0.66025
CHD1	-0.79725
SYN3	-0.5205
SLC22A2	-0.17675
SERPINF1	-0.808333333333333
WDR34	-2.08375
OR7A17	0.1645
C9orf11	0.036
RNF216L	-0.2208
LHB	0.136
STK25	-0.483625
TAOK3	0.506625
LOC152573	-1.17025
C3orf39	0.949
C14orf108	1.1329
CDC25B	-1.92145454545455
BMP3	0.049
TMEM180	0.264
MAP1LC3C	-0.03525
CRYGC	-1.2045
POU3F1	-1.047
C20orf32	-0.539
CCDC95	-0.5595
HIGD1B	4.01225
USP6NL	-1.833875
ABCD4	0.0995
DIMT1L	-1.372
TEK	1.00125
SLC25A46	0.56625
LARP7	-1.1311
CD160	1.26633333333333
MT1JP	-0.391666666666667
PHF20	-0.534625
CPNE4	0.693
GTPBP1	-0.193642857142857
RAB33B	1.10183333333333
ALDOC	-2.707875
ZNF212	-0.13675
NUDT1	-1.08683333333333
RFPL2	-0.477
ZNF83	-0.0866666666666667
GDPD5	-0.821875
PDCD4	1.2276
CEP350	-1.737
OR10A2	0.601
CST7	2.306
CIAO1	-0.7805
SELL	0.733625
OR8J3	0.3835
LTBP4	-0.600666666666667
SIRT6	0.05875
CCL19	3.8085
PPIL1	-1.53866666666667
GBP7	0.256333333333333
STK17A	-0.4437
ABR	0.864
OR9G1	0.0625
FOXE1	-0.13775
CNGA3	-0.3615
GML	0.3825
CD38	-2.3515
ZDHHC6	-0.110333333333333
NEFH	-2.2445
CTDSP2	0.45
PGBD5	-0.459666666666667
CCNY	0.2545
RMND5B	0.531583333333333
ZNF257	-1.45175
FLJ22167	0.683625
EXOSC7	0.945
ROR2	0.674
MAOA	2.5625
TNNT3	0.4915
GYPC	-1.06825
C7orf33	0.7675
PLIN	0.197
LOC90826	2.21825
RNF4	-0.1431
F8A1	-1.0095
PLEKHG4	-3.95075
GRB2	-0.2705
HIST1H2AD	-1.58225
DUS3L	-0.328166666666667
EIF1	1.099
