Hybridization REF	TCGA-A3-3325-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.304
CREB3L1	-0.94525
RPS11	0.831625
PNMA1	0.68175
MMP2	-1.9815
C10orf90	-2.1865
ZHX3	0.189
ERCC5	1.655
GPR98	-0.895
RXFP3	0.177
APBB2	0.7185
PRO0478	-0.085125
KLHL13	-0.68725
PRSSL1	0.4475
PDCL3	-0.130833333333333
DECR1	0.37975
SALL1	2.03616666666667
CADM4	-1.27966666666667
RPS18	0.0595
HNRPD	-0.165333333333333
CFHR5	0.0901666666666667
SLC10A7	0.119625
OR2K2	-0.4245
LMAN1	-0.43525
SUHW1	-2.627
CHD8	-0.8836
SUMO1	-0.1147
GP1BA	1.5831
DDB1	-0.532
MYO9B	-0.014
MMP7	6.0875
CRNKL1	0.03425
C9orf45	-2.25416666666667
XAB2	-0.198
RTN1	1.6615
KLHL14	-0.434625
TBX10	-1.3035
CENPQ	-2.21925
UTY	2.06771428571429
ZBTB12	0.043
DTNBP1	0.4275
KBTBD8	-1.79233333333333
ZEB1	0.870666666666667
ZG16	-1.37
MIER1	-0.2622
ADAM5P	0.059
CHD9	0.7019375
STK16	-0.3155
KIAA1486	0.0255
TOB2	0.71025
BANK1	5.66775
OR2V2	0.23825
GRM2	0.0805
PROSC	0.22725
SPIN2B	-0.10175
PIR	-1.76844444444444
IPO9	-0.5079
EVC	1.86516666666667
CXCL13	0.866833333333333
KIAA1199	-3.9524
SORL1	1.833
NAT10	-0.6745
CHD1	-0.347
SYN3	-0.0455
SLC22A2	6.3835
SERPINF1	-0.8575
WDR34	-1.35475
OR7A17	0.09775
C9orf11	0.2505
RNF216L	-0.4563
LHB	-0.2655
STK25	0.256375
TAOK3	1.0065
LOC152573	0.96025
C3orf39	-0.3715
C14orf108	0.2136
CDC25B	-1.66218181818182
BMP3	0.082
TMEM180	0.5855
MAP1LC3C	0.05725
CRYGC	-0.78
POU3F1	-0.9188
C20orf32	-0.258
CCDC95	0.0665
HIGD1B	4.10375
USP6NL	-0.97725
ABCD4	1.39483333333333
DIMT1L	-0.9035
TEK	2.442625
SLC25A46	-0.4255
LARP7	-1.7875
CD160	1.0745
MT1JP	-1.73366666666667
PHF20	-0.6585625
CPNE4	-1.3175
GTPBP1	-1.08807142857143
RAB33B	1.315
ALDOC	0.3615
ZNF212	-0.55275
NUDT1	-1.73016666666667
RFPL2	-0.12175
ZNF83	1.7515
GDPD5	-0.675
PDCD4	1.0512
CEP350	-0.37
OR10A2	0.11225
CST7	1.0575
CIAO1	-0.572
SELL	1.092
OR8J3	0.1525
LTBP4	-0.0305
SIRT6	-0.3635
CCL19	4.43925
PPIL1	-1.294
GBP7	0.554
STK17A	-1.3393
ABR	-0.51125
OR9G1	0.346
FOXE1	-0.412125
CNGA3	-0.389
GML	0.0655
CD38	-2.13325
ZDHHC6	0.4765
NEFH	-3.662
CTDSP2	1.00141666666667
PGBD5	0.863833333333333
CCNY	0.452071428571429
RMND5B	-0.136583333333333
ZNF257	-1.5325
FLJ22167	-0.348125
EXOSC7	-1.68366666666667
ROR2	-0.48875
MAOA	2.82825
TNNT3	1.79666666666667
GYPC	-1.04125
C7orf33	-0.1255
PLIN	0.8595
LOC90826	0.07725
RNF4	-0.2847
F8A1	0.7295
PLEKHG4	-2.01
GRB2	-0.29645
HIST1H2AD	-0.1225
