Hybridization REF	TCGA-A3-3362-01A-01R-1188-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.11175
CREB3L1	-1.362
RPS11	0.017875
PNMA1	0.48725
MMP2	-0.705833333333333
C10orf90	-2.7655
ZHX3	0.6375
ERCC5	1.047
GPR98	-0.329125
RXFP3	-0.243
APBB2	1.041
PRO0478	-0.67025
KLHL13	-0.465
PRSSL1	-0.654166666666667
PDCL3	0.7245
DECR1	0.515875
SALL1	2.57266666666667
CADM4	-0.916
RPS18	-0.523428571428571
HNRPD	0.0888333333333333
CFHR5	0.5992
SLC10A7	-0.286
OR2K2	0.031
LMAN1	-0.982625
SUHW1	-3.883
CHD8	-1.1159
SUMO1	0.212
GP1BA	0.4091
DDB1	-1.18733333333333
MYO9B	-0.206
MMP7	6.99775
CRNKL1	-0.09125
C9orf45	-1.732
XAB2	-0.396
RTN1	1.292625
KLHL14	-0.53525
TBX10	-1.6195
CENPQ	-1.80225
UTY	-1.46678571428571
ZBTB12	-0.145
DTNBP1	0.46875
KBTBD8	-1.61033333333333
ZEB1	1.47233333333333
ZG16	-2.25675
MIER1	-0.1262
ADAM5P	0.9295
CHD9	0.316625
STK16	-0.06825
KIAA1486	-0.013
TOB2	0.627083333333333
BANK1	5.15175
OR2V2	0.49275
GRM2	-0.0151666666666666
PROSC	1.583
SPIN2B	0.43275
PIR	-1.593
IPO9	-0.7412
EVC	1.6135
CXCL13	1.18466666666667
KIAA1199	-3.3584
SORL1	0.8455
NAT10	-0.75775
CHD1	-0.845
SYN3	0.3065
SLC22A2	6.871
SERPINF1	-1.68466666666667
WDR34	-1.13225
OR7A17	0.09125
C9orf11	-0.0635
RNF216L	-0.1534
LHB	-0.35
STK25	0.380875
TAOK3	0.818
LOC152573	2.17225
C3orf39	-0.139125
C14orf108	0.4768
CDC25B	-2.572
BMP3	-0.2665
TMEM180	0.536
MAP1LC3C	1.618
CRYGC	-2.23
POU3F1	-0.9407
C20orf32	-0.693
CCDC95	-0.0065
HIGD1B	5.34925
USP6NL	-0.344875
ABCD4	1.26033333333333
DIMT1L	-0.783166666666667
TEK	3.10625
SLC25A46	0.024
LARP7	-1.5032
CD160	0.894
MT1JP	0.5945
PHF20	-0.51775
CPNE4	-1.55475
GTPBP1	-1.23742857142857
RAB33B	1.42616666666667
ALDOC	0.228125
ZNF212	-1.125
NUDT1	-2.036
RFPL2	-0.84325
ZNF83	1.204
GDPD5	-1.284
PDCD4	1.08435
CEP350	-0.05475
OR10A2	0.31025
CST7	1.4955
CIAO1	-0.64325
SELL	1.96875
OR8J3	0.3525
LTBP4	-0.578
SIRT6	-0.3105
CCL19	4.0135
PPIL1	-1.0935
GBP7	1.92833333333333
STK17A	-0.8268
ABR	0.2295
OR9G1	0.2745
FOXE1	-0.77425
CNGA3	0.132
GML	-0.272
CD38	-2.352
ZDHHC6	1.10233333333333
NEFH	-3.12025
CTDSP2	0.96775
PGBD5	1.00933333333333
CCNY	0.6755
RMND5B	0.0173333333333333
ZNF257	-2.3555
FLJ22167	0.01975
EXOSC7	-1.60566666666667
ROR2	-0.566375
MAOA	3.024125
TNNT3	1.313
GYPC	-0.7715
C7orf33	-0.0255
PLIN	2.92966666666667
LOC90826	0.609
RNF4	-0.0283
F8A1	0.801666666666667
PLEKHG4	-1.76525
GRB2	0.087
HIST1H2AD	-1.1345
DUS3L	-0.3635
EIF1	0.953
RP5-1077B9.4	-2.03666666666667
FPGT	1.5675
GDF10	-0.451
COQ9	0.8525
GCC2	0.436642857142857
RARRES3	2.529
PLXNA1	-0.6062
KIAA0100	-0.1153
PMF1	0.15025
FNDC1	4.1495
HS2ST1	-0.687166666666667
CRELD2	-0.062
C8G	-2.2275
CD82	-1.515
LIM2	-1.1675
UNQ6490	-0.3905
MMP16	-0.5635
DRD3	0.1145
C5orf26	1.29775
C11orf73	-0.5
PTP4A2	-0.6075
OR4M2	-0.867
HPCA	0.886333333333333
SEC14L1	0.449833333333333
CHFR	-0.08625
EMILIN1	0.141
NDUFS4	0.40625
COL18A1	0.5245
PDZD3	3.0885
C9orf16	-1.13066666666667
ERBB2IP	-0.0510000000000001
EMX2	6.6505
FUS	-1.8795
TF	-4.3665
CLCN4	2.41716666666667
CXorf56	0.70075
C11orf72	0.342
ELAC2	-1.3615
NPR1	1.47975
ASS1	-0.0318333333333333
USP42	-0.449375
POLR2J	-0.771
SEC23IP	0.458333333333333
UQCRC1	-0.159
LOC729603	0.1115
C1orf71	-0.266875
POLG	-3.144
ADAM23	-4.46675
TFR2	-1.071
RICTOR	-0.3616
MGC39606	2.21325
C19orf55	-0.32225
SNAPC1	-0.184833333333333
GNA11	0.958875
CCDC52	0.00716666666666667
FSIP1	1.0745
UPF3A	0.411875
IGSF11	-1.0745
LAGE3	-1.535
CHST6	-4.3105
UNC13B	1.042625
TTLL4	-2.38575
ZNF687	-0.122625
SDC2	1.0159
COX7A2	-0.102
LAMB4	0.41525
FAM24A	0.5355
LRRTM3	-1.17216666666667
GPHB5	-0.54625
OR4C13	-0.4145
EIF3EIP	0.0434285714285714
HABP4	1.2105
TMEM125	3.1475
CNTN2	-0.77925
ASNSD1	0.2335
FUT4	0.295375
ACF	2.2525
LOC158381	0.1805
CDH8	2.6425
AGPS	-0.0583333333333333
C4orf18	2.4975
PECI	0.58225
UNG	-0.68675
GSTP1	-0.1785
DCUN1D5	-1.9425
DKFZP564J0863	-0.613
SLC9A3R1	0.781125
BCDO2	-0.010125
CHMP7	0.337125
REM2	0.049
DNHD1	-0.1385
FKBP4	-1.917
ZNF350	1.69825
MGC11102	-0.349875
BST1	1.803
KISS1R	-0.414
NCR2	0.2165
DEFB125	0.986
UBE2W	1.00075
KRT15	-4.436875
C10orf99	1.8175
SCN11A	0.11575
GFI1	-1.87575
RDHE2	-0.857666666666667
FHL1	1.8685
OSGEP	-0.158833333333333
GATA1	-4.311
SMC6	-1.11475
TTTY14	-1.323
LPIN3	0.7225
RPL4	-0.5407
RBPMS	1.713
PRPF3	-0.364166666666667
EMR1	-1.627
SPATA19	-0.31125
XCR1	-0.386
IRX3	1.5087
RBM6	0.13675
KLF4	0.597
UNC5CL	3.2845
SEBOX	0.172
BTK	0.25675
KRCC1	1.49025
C6orf27	-0.057
SYTL5	-1.305
PRND	2.53525
LOC653319	-0.0845
PIGL	-1.330875
HUS1	-0.1165
SFRS6	-1.07391666666667
C17orf77	0.2505
UIMC1	0.404166666666667
FXYD2	4.3817
LOC283152	0.5985
ZNF667	1.49025
ZCCHC12	-0.4735
TFEC	5.4002
ATP7B	0.859666666666667
POLD2	-1.72783333333333
RG9MTD1	-0.5815
ACOT2	1.0005
HIST1H4I	-1.727375
PPARGC1A	1.7561
ETFA	0.0763
POLRMT	-0.72775
ZNF146	-0.41825
MIA2	3.578
KLHL6	0.0455
HOXB5	1.195625
NENF	0.801666666666667
CUGBP1	-0.615
PRSS22	-1.16266666666667
CASC4	0.7439
CUL4B	0.182
CENPJ	-1.5373
PITX1	-3.5005
FLJ31033	0.557333333333333
CELSR3	-3.21266666666667
ZNF568	0.82325
ITSN1	-0.409583333333333
EHBP1L1	-0.843833333333333
C19orf2	0.08925
DCTN1	-0.5945
LIN28B	-3.7585
TNKS2	0.036
C1QBP	-0.519375
CADPS2	1.457
SRMS	-0.272
