Hybridization REF	TCGA-A3-3316-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.348166666666667
CREB3L1	-0.5205
RPS11	0.571875
PNMA1	0.068
MMP2	-0.0475
C10orf90	-2.2055
ZHX3	0.717333333333333
ERCC5	0.87225
GPR98	-1.220875
RXFP3	0.1935
APBB2	1.29775
PRO0478	-0.016875
KLHL13	-0.46975
PRSSL1	-0.856666666666667
PDCL3	0.158
DECR1	1.01575
SALL1	0.790666666666667
CADM4	-0.529
RPS18	0.1105
HNRPD	-0.732
CFHR5	0.145333333333333
SLC10A7	0.077875
OR2K2	0.0555
LMAN1	-0.623875
SUHW1	-2.8765
CHD8	-1.1122
SUMO1	-0.1881
GP1BA	0.1419
DDB1	-0.884333333333333
MYO9B	0.3885
MMP7	9.1455
CRNKL1	0.0975
C9orf45	-1.42516666666667
XAB2	-0.678875
RTN1	1.30075
KLHL14	-1.2085
TBX10	-1.9495
CENPQ	-1.5955
UTY	1.25407142857143
ZBTB12	-0.1035
DTNBP1	0.212125
KBTBD8	-0.667
ZEB1	1.45716666666667
ZG16	-2.18825
MIER1	-0.5289
ADAM5P	-0.8855
CHD9	0.2150625
STK16	-0.31625
KIAA1486	-0.457
TOB2	0.432416666666667
BANK1	4.1665
OR2V2	0.18
GRM2	0.0103333333333333
PROSC	1.30625
SPIN2B	-0.3485
PIR	-1.15277777777778
IPO9	-0.00840000000000002
EVC	1.17783333333333
CXCL13	1.975
KIAA1199	-2.2619
SORL1	0.45475
NAT10	-0.63325
CHD1	-0.1555
SYN3	-0.2225
SLC22A2	6.15025
SERPINF1	0.7505
WDR34	-1.71625
OR7A17	0.2545
C9orf11	-0.6475
RNF216L	-0.3984
LHB	-0.227
STK25	0.459
TAOK3	0.695375
LOC152573	-0.422
C3orf39	-0.240125
C14orf108	-0.0279
CDC25B	-1.51454545454545
BMP3	0.493
TMEM180	0.6935
MAP1LC3C	0.44125
CRYGC	-1.206
POU3F1	-1.3444
C20orf32	-0.1705
CCDC95	-0.1865
HIGD1B	6.34125
USP6NL	-0.8115
ABCD4	0.862333333333333
DIMT1L	0.36525
TEK	2.543625
SLC25A46	0.0925
LARP7	-2.1693
CD160	0.851833333333333
MT1JP	0.4275
PHF20	-0.1511875
CPNE4	-1.30075
GTPBP1	-1.2225
RAB33B	0.461666666666667
ALDOC	0.0115
ZNF212	-0.58025
NUDT1	-1.14816666666667
RFPL2	-0.922
ZNF83	1.75816666666667
GDPD5	0.04125
PDCD4	0.49145
CEP350	0.1425
OR10A2	0.19
CST7	0.835
CIAO1	-0.87025
SELL	1.43675
OR8J3	-0.6015
LTBP4	-0.5555
SIRT6	-0.47075
CCL19	2.92575
