Hybridization REF	TCGA-A3-3323-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.596333333333333
CREB3L1	-0.839
RPS11	0.9575
PNMA1	-0.00175
MMP2	-1.511
C10orf90	-2.209
ZHX3	0.596166666666667
ERCC5	1.40425
GPR98	-2.02142857142857
RXFP3	0.627
APBB2	1.315
PRO0478	-0.246125
KLHL13	-0.76175
PRSSL1	0.8745
PDCL3	-0.1905
DECR1	0.3825
SALL1	1.47016666666667
CADM4	-0.0453333333333333
RPS18	0.749714285714286
HNRPD	-0.48475
CFHR5	-0.3405
SLC10A7	0.31
OR2K2	0.201
LMAN1	-0.84725
SUHW1	-2.67875
CHD8	-0.9766
SUMO1	0.0577
GP1BA	0.104
DDB1	-0.955833333333333
MYO9B	0.0419
MMP7	7.82825
CRNKL1	-0.090875
C9orf45	-1.567
XAB2	-0.15825
RTN1	1.4395
KLHL14	-0.315
TBX10	-0.5725
CENPQ	-1.566
UTY	0.847857142857143
ZBTB12	-0.1095
DTNBP1	0.465125
KBTBD8	-0.839
ZEB1	0.789833333333333
ZG16	-1.086
MIER1	-0.1954
ADAM5P	-0.87
CHD9	0.15225
STK16	-0.4525
KIAA1486	0.297
TOB2	0.571083333333333
BANK1	4.6775
OR2V2	0.367
GRM2	0.158166666666667
PROSC	0.9315
SPIN2B	0.011
PIR	-1.34
IPO9	-0.3933
EVC	1.189
CXCL13	2.996
KIAA1199	-4.032
SORL1	1.5885
NAT10	-0.36925
CHD1	-1.186
SYN3	0.45325
SLC22A2	6.4785
SERPINF1	-1.07183333333333
WDR34	-1.02475
OR7A17	-0.0605
C9orf11	0.029
RNF216L	-0.3509
LHB	-0.055
STK25	-0.071375
TAOK3	1.251125
LOC152573	-1.004
C3orf39	-0.6165
C14orf108	-0.205
CDC25B	-1.72509090909091
BMP3	0.268
TMEM180	0.5115
MAP1LC3C	-0.0655
CRYGC	-0.6175
POU3F1	-0.6602
C20orf32	-0.116
CCDC95	0.06
HIGD1B	5.1705
USP6NL	-0.96275
ABCD4	1.08183333333333
DIMT1L	-1.02258333333333
TEK	2.335125
SLC25A46	-0.48825
LARP7	-1.5282
CD160	1.69166666666667
MT1JP	2.21666666666667
PHF20	-0.486375
CPNE4	-1.05825
GTPBP1	-1.34507142857143
RAB33B	1.03416666666667
ALDOC	0.917625
ZNF212	-0.862
NUDT1	-1.68866666666667
RFPL2	-1.467
ZNF83	1.47766666666667
GDPD5	-0.316625
PDCD4	0.97605
CEP350	-0.2345
OR10A2	0.211
CST7	1.636
CIAO1	-1.10625
SELL	1.4355
OR8J3	0.353
LTBP4	-0.556666666666667
SIRT6	-0.3975
CCL19	2.09725
PPIL1	-1.27166666666667
GBP7	0.111333333333333
STK17A	-0.6184
ABR	0.115
OR9G1	0.0705
FOXE1	-0.099
CNGA3	-0.215
GML	0.118
CD38	-1.90075
ZDHHC6	0.684833333333333
NEFH	-3.45225
CTDSP2	0.822833333333333
PGBD5	0.526333333333333
CCNY	0.453071428571429
RMND5B	-0.46075
ZNF257	-1.251
FLJ22167	0.03
EXOSC7	-1.68516666666667
ROR2	0.85025
MAOA	2.087
TNNT3	0.0968333333333333
GYPC	-0.753
C7orf33	1.298
PLIN	0.4885
LOC90826	0.016
RNF4	-0.2072
F8A1	0.376833333333333
PLEKHG4	0.57775
GRB2	-0.37455
HIST1H2AD	-0.786
DUS3L	-0.204333333333333
EIF1	0.581166666666667
RP5-1077B9.4	-1.4395
FPGT	1.55325
GDF10	-1.5505
COQ9	0.43075
GCC2	0.190714285714286
RARRES3	2.64825
PLXNA1	-0.4632
KIAA0100	-0.3856
PMF1	0.49125
