Hybridization REF	TCGA-A3-3311-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.483416666666667
CREB3L1	-0.62575
RPS11	1.090875
PNMA1	-0.73925
MMP2	-1.63116666666667
C10orf90	-1.719
ZHX3	-0.0616666666666667
ERCC5	0.9295
GPR98	-1.11375
RXFP3	0.717
APBB2	0.40125
PRO0478	-1.001875
KLHL13	-0.69825
PRSSL1	0.936166666666667
PDCL3	0.254833333333333
DECR1	0.428
SALL1	1.15066666666667
CADM4	-0.49
RPS18	1.101
HNRPD	-0.910083333333333
CFHR5	0.2945
SLC10A7	0.295
OR2K2	0.416
LMAN1	-0.500875
SUHW1	-1.925
CHD8	-2.0591
SUMO1	-0.1034
GP1BA	0.2547
DDB1	-0.9555
MYO9B	-0.4378
MMP7	7.45075
CRNKL1	-0.022
C9orf45	-2.332
XAB2	-0.37575
RTN1	1.02375
KLHL14	-0.787375
TBX10	-0.3015
CENPQ	-1.528
UTY	1.74671428571429
ZBTB12	0.007
DTNBP1	0.1965
KBTBD8	-0.7075
ZEB1	-0.403833333333333
ZG16	-0.911
MIER1	-0.0391
ADAM5P	0.089
CHD9	-0.3319375
STK16	0.03225
KIAA1486	0.039
TOB2	0.378916666666667
BANK1	5.68375
OR2V2	0.316
GRM2	0.199666666666667
PROSC	0.671375
SPIN2B	-0.02525
PIR	-1.27777777777778
IPO9	-0.744
EVC	0.837
CXCL13	3.039
KIAA1199	-2.9297
SORL1	0.4035
NAT10	-0.47775
CHD1	-0.618
SYN3	0.2665
SLC22A2	6.4075
SERPINF1	-0.561
WDR34	-1.064
OR7A17	0.29175
C9orf11	-0.0015
RNF216L	-0.2585
LHB	0.319
STK25	-0.555375
TAOK3	1.0855
LOC152573	4.05275
C3orf39	-0.1825
C14orf108	-0.354
CDC25B	-1.47136363636364
BMP3	0.411
TMEM180	0.6395
MAP1LC3C	0.1925
CRYGC	-0.665
POU3F1	-0.6341
C20orf32	-0.689
CCDC95	0.3615
HIGD1B	4.8985
USP6NL	-0.823125
ABCD4	0.6765
DIMT1L	-0.606583333333333
TEK	2.043875
SLC25A46	-0.02275
LARP7	-1.6802
CD160	1.47183333333333
MT1JP	-0.4495
PHF20	-0.9886875
CPNE4	-1.081
GTPBP1	-1.11121428571429
RAB33B	1.25183333333333
ALDOC	-0.283375
ZNF212	-0.89825
NUDT1	-1.56566666666667
RFPL2	-1.23875
ZNF83	1.555
GDPD5	-0.830625
PDCD4	0.9692
CEP350	-1.1385
OR10A2	0.38525
CST7	1.50425
CIAO1	-0.1305
SELL	1.397375
OR8J3	0.3975
LTBP4	-0.196333333333333
SIRT6	-0.11725
CCL19	4.381
PPIL1	-0.334166666666667
GBP7	0.765666666666667
STK17A	-0.2554
ABR	-0.389
OR9G1	-0.0255
FOXE1	-0.195125
CNGA3	-0.695
GML	0.2015
CD38	-1.078
ZDHHC6	0.609833333333333
NEFH	-3.2375
CTDSP2	0.432583333333333
PGBD5	0.732666666666667
CCNY	0.415571428571429
RMND5B	-0.141916666666667
ZNF257	-2.44275
FLJ22167	0.24175
EXOSC7	-1.8255
ROR2	0.135
MAOA	1.902375
TNNT3	0.4845
GYPC	-0.5995
C7orf33	0.1685
PLIN	0.460333333333333
LOC90826	0.2995
RNF4	-0.299
F8A1	0.5125
PLEKHG4	0.36625
GRB2	-0.1862
HIST1H2AD	-0.076
DUS3L	0.277
EIF1	0.517666666666667
RP5-1077B9.4	-1.024
FPGT	1.71
GDF10	-0.283666666666667
COQ9	0.8655
GCC2	-0.440428571428571
RARRES3	3.020625
PLXNA1	-0.6522
KIAA0100	-0.7463
PMF1	0.8465
FNDC1	2.468
HS2ST1	0.2415
CRELD2	0.06875
C8G	-0.149
CD82	-0.698
LIM2	-0.375
UNQ6490	0.0465
MMP16	-0.24175
DRD3	0.07375
C5orf26	0.868
C11orf73	-0.276625
PTP4A2	-0.197875
OR4M2	0.7445
HPCA	0.967166666666667
SEC14L1	-0.200666666666667
CHFR	0.027
EMILIN1	0.1025
NDUFS4	0.49625
COL18A1	-0.299625
PDZD3	2.7799
C9orf16	-0.869833333333333
ERBB2IP	0.2495
EMX2	6.964
FUS	-2.43175
TF	-3.3129
CLCN4	1.33883333333333
CXorf56	0.42425
C11orf72	0.2735
ELAC2	-1.098
NPR1	1.3625
ASS1	-0.401333333333333
USP42	-1.0365
POLR2J	-0.1045
SEC23IP	0.3115
UQCRC1	-0.29475
LOC729603	-0.386
C1orf71	-0.956125
POLG	-2.588
ADAM23	-4.12325
TFR2	-0.19775
RICTOR	-0.579
MGC39606	1.8325
C19orf55	-0.15775
SNAPC1	-0.815166666666667
GNA11	0.1
CCDC52	-0.923
FSIP1	0.4095
UPF3A	-0.451625
IGSF11	-0.740166666666667
LAGE3	-0.75275
CHST6	-3.852
UNC13B	-0.403375
TTLL4	-1.687375
ZNF687	-0.34525
SDC2	0.7454
COX7A2	0.32025
LAMB4	0.48175
FAM24A	0.3775
LRRTM3	-0.862333333333333
GPHB5	0.3685
OR4C13	-0.141
EIF3EIP	0.451785714285714
HABP4	-0.3995
TMEM125	1.895
CNTN2	-0.00912500000000001
ASNSD1	-0.09725
FUT4	0.107
ACF	1.075
LOC158381	0.8325
CDH8	0.868
AGPS	-0.191666666666667
C4orf18	2.188375
PECI	0.634
UNG	0.127
GSTP1	0.7395
DCUN1D5	-1.60916666666667
DKFZP564J0863	-0.158
SLC9A3R1	1.041375
BCDO2	-0.169375
CHMP7	0.017625
REM2	-0.401
DNHD1	-0.108
FKBP4	-1.47475
ZNF350	0.73825
MGC11102	0.095
BST1	2.4225
KISS1R	0.786
NCR2	0.3015
DEFB125	0.304
UBE2W	1.05075
KRT15	-3.261375
C10orf99	3.589
SCN11A	0.253875
GFI1	-1.3245
RDHE2	-0.966
FHL1	1.6685
OSGEP	0.130666666666667
GATA1	-3.765
SMC6	-1.93775
TTTY14	2.09875
LPIN3	0.425
RPL4	-0.9137
RBPMS	1.6073
PRPF3	-1.13883333333333
EMR1	-0.0615
SPATA19	0.04375
XCR1	0.193
IRX3	2.3565
RBM6	-0.95575
KLF4	-0.7162
UNC5CL	4.08175
SEBOX	0.2865
BTK	0.61775
KRCC1	1.4615
C6orf27	0.3975
SYTL5	-0.2785
PRND	0.182714285714286
LOC653319	-0.4935
PIGL	-0.266625
HUS1	-0.119333333333333
SFRS6	0.665916666666667
C17orf77	0.232
UIMC1	-0.247333333333333
FXYD2	4.0729
LOC283152	-0.097
ZNF667	-1.85175
ZCCHC12	-0.4605
TFEC	4.9807
ATP7B	0.4105
POLD2	-1.20283333333333
RG9MTD1	-0.841
ACOT2	0.296833333333333
HIST1H4I	-0.624125
PPARGC1A	1.2163
ETFA	-0.1689
POLRMT	-0.923
ZNF146	-1.163125
MIA2	1.8875
KLHL6	-0.0951666666666667
HOXB5	0.3095
NENF	1.12033333333333
CUGBP1	-0.38125
PRSS22	-0.587833333333333
CASC4	1.1968
CUL4B	0.1235
CENPJ	-2.2138
PITX1	-1.85233333333333
FLJ31033	0.4805
CELSR3	-2.65766666666667
ZNF568	0.26075
ITSN1	-0.732083333333333
EHBP1L1	-0.442833333333333
