Hybridization REF	TCGA-A3-3378-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.171333333333333
CREB3L1	-0.83525
RPS11	0.517375
PNMA1	-0.725
MMP2	-1.23316666666667
C10orf90	-2.038
ZHX3	0.309666666666667
ERCC5	0.70725
GPR98	-1.70514285714286
RXFP3	0.8045
APBB2	-0.003
PRO0478	-0.8555
KLHL13	0.4815
PRSSL1	-0.342666666666667
PDCL3	0.232
DECR1	0.6385
SALL1	1.798
CADM4	-0.504166666666667
RPS18	0.0134285714285714
HNRPD	-0.5755
CFHR5	0.296333333333333
SLC10A7	0.41
OR2K2	-0.388
LMAN1	-0.50725
SUHW1	-2.18125
CHD8	-1.822
SUMO1	0.2712
GP1BA	0.4944
DDB1	-1.3235
MYO9B	0.1319
MMP7	7.89375
CRNKL1	0.045625
C9orf45	-1.90916666666667
XAB2	-0.708625
RTN1	2.17075
KLHL14	-0.3725
TBX10	-0.371
CENPQ	-1.527
UTY	1.74214285714286
ZBTB12	0.149
DTNBP1	0.598125
KBTBD8	-0.411666666666667
ZEB1	-0.496333333333333
ZG16	-1.26025
MIER1	-0.1095
ADAM5P	-0.0865
CHD9	-0.224125
STK16	0.4065
KIAA1486	0.1475
TOB2	-0.291416666666667
BANK1	5.56025
OR2V2	0.5145
GRM2	0.439666666666667
PROSC	0.716375
SPIN2B	0.385
PIR	-2.04455555555556
IPO9	-0.7156
EVC	2.04283333333333
CXCL13	6.66933333333333
KIAA1199	-3.5051
SORL1	1.7655
NAT10	-0.469
CHD1	-0.79575
SYN3	0.186
SLC22A2	5.35075
SERPINF1	0.0578333333333333
WDR34	-1.50775
OR7A17	0.3405
C9orf11	0.709
RNF216L	-0.4563
LHB	0.217
STK25	-0.198875
TAOK3	1.3525
LOC152573	-0.33075
C3orf39	-0.328625
C14orf108	-0.1867
CDC25B	-1.78109090909091
BMP3	0.5495
TMEM180	1.1045
MAP1LC3C	0.26275
CRYGC	-0.719
POU3F1	-0.4099
C20orf32	0.0225
CCDC95	-0.131
HIGD1B	3.91725
USP6NL	-0.310125
ABCD4	0.780833333333333
DIMT1L	-0.176583333333333
TEK	1.423875
SLC25A46	-0.00625
LARP7	-1.5978
CD160	1.40416666666667
MT1JP	-1.092
PHF20	-0.54175
CPNE4	-0.89825
GTPBP1	-0.924571428571428
