Hybridization REF	TCGA-A3-3346-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.0200833333333333
CREB3L1	-0.53175
RPS11	0.859625
PNMA1	-1.1705
MMP2	-2.26966666666667
C10orf90	-0.98075
ZHX3	0.577
ERCC5	-0.36375
GPR98	-0.854375
RXFP3	0.6745
APBB2	0.467
PRO0478	-1.052625
KLHL13	-0.52525
PRSSL1	0.6515
PDCL3	0.714666666666667
DECR1	0.1415
SALL1	1.79466666666667
CADM4	-0.865166666666667
RPS18	-0.0313571428571429
HNRPD	-1.12083333333333
CFHR5	0.3978
SLC10A7	0.30925
OR2K2	0.002
LMAN1	-0.372125
SUHW1	-1.92875
CHD8	-2.1531
SUMO1	0.9382
GP1BA	0.4489
DDB1	-2.4135
MYO9B	-0.2961
MMP7	9.153
CRNKL1	-0.11825
C9orf45	-2.17083333333333
XAB2	-0.774375
RTN1	0.323
KLHL14	0.818125
TBX10	-0.506
CENPQ	-2.02275
UTY	-0.616153846153846
ZBTB12	0.0445
DTNBP1	-0.260375
KBTBD8	-0.969
ZEB1	-2.0445
ZG16	-0.79525
MIER1	0.3538
ADAM5P	0.038
CHD9	-0.2625625
STK16	0.13975
KIAA1486	0.704
TOB2	0.356
BANK1	4.85975
OR2V2	0.4865
GRM2	0.2915
PROSC	0.2415
SPIN2B	-0.36375
PIR	1.48588888888889
IPO9	-0.718
EVC	0.845333333333333
CXCL13	3.622
KIAA1199	-3.0762
SORL1	-0.3995
NAT10	-0.44225
CHD1	-0.47825
SYN3	-0.271
SLC22A2	0.604
SERPINF1	-1.30283333333333
WDR34	-1.91325
OR7A17	0.17825
C9orf11	0.7205
RNF216L	-0.0505
LHB	0.1115
STK25	-0.07575
TAOK3	0.54125
LOC152573	2.44825
C3orf39	-0.32875
C14orf108	-0.6795
CDC25B	-1.73236363636364
BMP3	1.719
TMEM180	0.8515
MAP1LC3C	2.477
CRYGC	-0.6175
POU3F1	-0.7877
C20orf32	-0.0625
CCDC95	0.392
HIGD1B	1.66025
USP6NL	-1.6885
ABCD4	0.00783333333333334
DIMT1L	0.23975
TEK	0.3355
SLC25A46	0.07525
LARP7	-2.3218
CD160	0.6485
MT1JP	0.6565
PHF20	-0.9115
CPNE4	-1.083
GTPBP1	-0.504428571428572
RAB33B	1.62516666666667
ALDOC	-0.6595
ZNF212	-1.274
NUDT1	-0.2935
RFPL2	1.57225
ZNF83	1.19416666666667
GDPD5	-1.42675
PDCD4	0.49855
CEP350	-0.59025
OR10A2	0.68475
CST7	1.862
CIAO1	-0.2955
SELL	1.6615
OR8J3	0.3295
LTBP4	-0.0428333333333333
SIRT6	0.33325
CCL19	1.91275
PPIL1	-0.873166666666667
GBP7	0.448
STK17A	-0.3193
ABR	-0.09825
OR9G1	-0.4465
FOXE1	-0.099375
CNGA3	0.6505
GML	0.215
CD38	0.23825
ZDHHC6	-0.1675
NEFH	-3.58225
CTDSP2	-0.00866666666666666
PGBD5	-0.476
CCNY	0.0575714285714286
RMND5B	-0.578916666666667
ZNF257	-4.01025
FLJ22167	0.113625
EXOSC7	-1.2285
ROR2	1.548625
MAOA	2.605875
TNNT3	1.59933333333333
GYPC	0.06175
C7orf33	0.6475
PLIN	0.460666666666667
LOC90826	-0.0985
RNF4	0.2192
F8A1	-0.015
PLEKHG4	0.43725
GRB2	-0.19065
HIST1H2AD	-0.61825
DUS3L	-0.389166666666667
EIF1	-0.059
RP5-1077B9.4	-0.9855
FPGT	2.03325
GDF10	-0.993166666666667
COQ9	0.9225
GCC2	-0.316214285714286
RARRES3	3.42975
PLXNA1	-0.5482
KIAA0100	-1.8655
PMF1	0.282
FNDC1	0.9345
HS2ST1	0.185
CRELD2	0.79775
C8G	0.0035
CD82	-0.457
LIM2	-0.587
UNQ6490	0.711
MMP16	0.7595
DRD3	0.363
C5orf26	-0.32075
C11orf73	-0.35425
PTP4A2	1.1185
OR4M2	0.4065
HPCA	0.644
SEC14L1	-0.4505
CHFR	-0.1935
EMILIN1	-0.502875
NDUFS4	0.4375
COL18A1	0.941625
PDZD3	0.948
C9orf16	-0.803166666666667
