Hybridization REF	TCGA-CJ-4634-01A-01R-1188-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.0928333333333333
CREB3L1	-0.85625
RPS11	0.495875
PNMA1	0.867
MMP2	-0.549666666666667
C10orf90	-1.83925
ZHX3	0.2825
ERCC5	0.87575
GPR98	-1.285375
RXFP3	-0.2335
APBB2	0.74475
PRO0478	-0.3045
KLHL13	-0.7825
PRSSL1	-0.0733333333333333
PDCL3	0.449
DECR1	0.602
SALL1	2.15666666666667
CADM4	-1.365
RPS18	-0.182571428571429
HNRPD	-0.155583333333333
CFHR5	0.7655
SLC10A7	0.658375
OR2K2	-0.7625
LMAN1	-0.253375
SUHW1	-2.475
CHD8	-0.2602
SUMO1	0.5553
GP1BA	0.3498
DDB1	-0.3245
MYO9B	-0.9435
MMP7	6.6925
CRNKL1	0.123625
C9orf45	-1.73566666666667
XAB2	0.117375
RTN1	1.4835
KLHL14	-0.811625
TBX10	-1.6545
CENPQ	-1.78075
UTY	-0.978
ZBTB12	-0.7775
DTNBP1	0.326875
KBTBD8	-0.815833333333333
ZEB1	1.52
ZG16	-1.28875
MIER1	0.5848
ADAM5P	-0.1295
CHD9	0.991625
STK16	-0.28175
KIAA1486	-0.0485
TOB2	0.629583333333333
BANK1	5.12725
OR2V2	0.08325
GRM2	-0.0296666666666667
PROSC	1.101875
SPIN2B	0.2295
PIR	-1.14955555555556
IPO9	-0.787
EVC	1.97866666666667
CXCL13	-0.0466666666666667
KIAA1199	-1.8647
SORL1	1.69925
NAT10	-1.38975
CHD1	-0.2945
SYN3	0.49275
SLC22A2	6.33425
SERPINF1	-1.421
WDR34	-0.53325
OR7A17	0.11525
C9orf11	0.5685
RNF216L	-0.3184
LHB	-0.281
STK25	-0.38275
TAOK3	0.783625
LOC152573	1.73925
C3orf39	-0.506375
C14orf108	0.7547
CDC25B	-2.60172727272727
BMP3	0.1475
TMEM180	0.715
MAP1LC3C	1.31025
CRYGC	-0.5855
POU3F1	-1.4121
C20orf32	-1.5425
CCDC95	-0.3455
HIGD1B	5.30375
USP6NL	-0.13175
ABCD4	0.8255
DIMT1L	-0.950583333333333
TEK	3.3995
SLC25A46	-0.0515
LARP7	-0.8933
CD160	1.748
MT1JP	-0.478333333333333
PHF20	-0.6711875
CPNE4	-2.52975
GTPBP1	-0.887285714285714
RAB33B	1.22133333333333
ALDOC	0.094625
ZNF212	-0.558
NUDT1	-1.35183333333333
RFPL2	-1.1925
ZNF83	0.973166666666667
GDPD5	-1.131625
PDCD4	1.0195
CEP350	0.1145
OR10A2	0.1415
CST7	1.16225
CIAO1	-0.917
SELL	1.31
OR8J3	0.449
LTBP4	-1.20983333333333
SIRT6	-0.538
CCL19	1.3115
PPIL1	-1.3605
GBP7	0.0693333333333333
STK17A	-0.5279
ABR	-0.17375
OR9G1	-0.662
FOXE1	-0.983125
CNGA3	-0.1305
GML	-0.355
CD38	-2.5935
ZDHHC6	0.645833333333333
NEFH	-3.0245
CTDSP2	0.802083333333333
PGBD5	0.383333333333333
CCNY	0.282857142857143
RMND5B	-0.119666666666667
ZNF257	-0.5305
FLJ22167	-0.46725
