Hybridization REF	TCGA-A3-3307-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.0801666666666667
CREB3L1	-1.21475
RPS11	0.632625
PNMA1	0.867
MMP2	-1.92283333333333
C10orf90	-2.46175
ZHX3	0.544833333333333
ERCC5	0.95275
GPR98	-0.535
RXFP3	0.1825
APBB2	0.7275
PRO0478	-0.2845
KLHL13	-0.45675
PRSSL1	0.1715
PDCL3	0.135333333333333
DECR1	0.223
SALL1	2.42366666666667
CADM4	-1.10716666666667
RPS18	0.195071428571429
HNRPD	-0.0935833333333333
CFHR5	0.697333333333333
SLC10A7	0.103875
OR2K2	-0.594
LMAN1	-0.74525
SUHW1	-2.2055
CHD8	-1.3296
SUMO1	0.4516
GP1BA	0.5917
DDB1	-0.735333333333333
MYO9B	-0.3068
MMP7	3.47225
CRNKL1	-0.26775
C9orf45	-1.51583333333333
XAB2	-0.350125
RTN1	1.267625
KLHL14	-0.53825
TBX10	-0.5295
CENPQ	-2.31475
UTY	2.10564285714286
ZBTB12	0.459
DTNBP1	0.33725
KBTBD8	-1.01683333333333
ZEB1	0.437166666666667
ZG16	-0.8525
MIER1	0.0324
ADAM5P	-0.439
CHD9	0.2643125
STK16	0.4035
KIAA1486	0.1625
TOB2	1.38216666666667
BANK1	5.222
OR2V2	0.637
GRM2	-0.162666666666667
PROSC	1.31025
SPIN2B	0.0875
PIR	-1.40055555555556
IPO9	-0.5447
EVC	1.8665
CXCL13	4.43433333333333
KIAA1199	-4.4194
SORL1	1.0525
NAT10	-0.75525
CHD1	-0.209
SYN3	0.1095
SLC22A2	6.71925
SERPINF1	-2.51366666666667
WDR34	-0.849
OR7A17	0.15825
C9orf11	-0.0355
RNF216L	-0.3805
LHB	-0.095
STK25	0.41625
TAOK3	1.12175
LOC152573	-0.6785
C3orf39	-0.369
C14orf108	0.331
CDC25B	-1.64854545454545
BMP3	0.367
TMEM180	0.4235
MAP1LC3C	0.133
CRYGC	-0.9615
POU3F1	-0.7804
C20orf32	-0.7545
CCDC95	-0.1355
HIGD1B	5.46825
USP6NL	-0.428125
ABCD4	1.1155
DIMT1L	-1.03883333333333
TEK	2.51075
SLC25A46	-0.229
LARP7	-1.626
CD160	0.608333333333333
MT1JP	-0.193666666666667
PHF20	-0.6788125
CPNE4	-0.68075
GTPBP1	-0.930214285714286
RAB33B	1.925
ALDOC	-0.054125
ZNF212	-0.5945
NUDT1	-2.18633333333333
RFPL2	-0.88775
ZNF83	1.2035
GDPD5	-0.901375
PDCD4	1.27795
CEP350	-0.3225
OR10A2	0.40475
CST7	2.1135
CIAO1	-0.9455
