Hybridization REF	TCGA-A3-3359-01A-01R-0864-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.55225
CREB3L1	-1.1815
RPS11	0.288125
PNMA1	0.4855
MMP2	-2.37083333333333
C10orf90	-2.6035
ZHX3	0.664833333333333
ERCC5	1.26025
GPR98	-0.459
RXFP3	0.6045
APBB2	0.97475
PRO0478	-0.225875
KLHL13	-1.006
PRSSL1	-0.6825
PDCL3	0.183
DECR1	0.85225
SALL1	2.59916666666667
CADM4	-0.981333333333334
RPS18	-0.0402857142857143
HNRPD	-0.243083333333333
CFHR5	0.0065
SLC10A7	0.180125
OR2K2	0.0825
LMAN1	-1.14575
SUHW1	-3.839
CHD8	-1.0999
SUMO1	0.1054
GP1BA	0.2179
DDB1	-0.971666666666667
MYO9B	-0.3177
MMP7	7.042
CRNKL1	0.0991250000000001
C9orf45	-1.56416666666667
XAB2	-0.904625
RTN1	1.260125
KLHL14	-0.684125
TBX10	-1.1675
CENPQ	-1.5445
UTY	-1.2105
ZBTB12	-0.2315
DTNBP1	0.704625
KBTBD8	-0.911166666666667
ZEB1	1.11066666666667
ZG16	-1.3505
MIER1	0.2079
ADAM5P	0.365
CHD9	0.5496875
STK16	-0.1845
KIAA1486	0.0735
TOB2	1.36483333333333
BANK1	5.5905
OR2V2	0.46075
GRM2	0.0421666666666667
PROSC	1.0075
SPIN2B	0.05
PIR	-1.69866666666667
IPO9	-0.6887
EVC	2.03133333333333
CXCL13	3.577
KIAA1199	-3.9889
SORL1	1.12175
NAT10	-0.86075
CHD1	0.34475
SYN3	0.514
SLC22A2	7.212
SERPINF1	-2.61666666666667
WDR34	-0.7885
OR7A17	0.134
C9orf11	0.3755
RNF216L	-0.1804
LHB	-0.241
STK25	-0.4545
TAOK3	1.228625
LOC152573	-1.61275
C3orf39	-0.383125
C14orf108	0.4985
CDC25B	-1.782
BMP3	0.0605
TMEM180	0.6425
MAP1LC3C	-0.278
CRYGC	-1.008
POU3F1	-0.8702
C20orf32	-0.2665
CCDC95	-0.165
HIGD1B	5.65025
USP6NL	-0.401625
ABCD4	1.3025
DIMT1L	-0.942583333333333
TEK	2.692375
SLC25A46	0.26025
LARP7	-1.425
CD160	0.477166666666667
MT1JP	0.137666666666667
PHF20	-0.682625
CPNE4	-2.207
GTPBP1	-0.954785714285714
RAB33B	1.87616666666667
ALDOC	0.02275
ZNF212	-0.84125
NUDT1	-1.99783333333333
RFPL2	0.21275
ZNF83	1.7755
GDPD5	-0.836125
